name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
"Found and first published by Anton Birlinger (1834-1891, of Bonn) who describes it as having been in the possession of Karl Strauven (d. 1886), notary in Düsseldorf; by 1870 acquired by Karl Anton, Fürst von Hohenzollern- Sigmaringen (1811-1885, prime minister of Prussia 1858-62) for the court library at Sigmaringen;",former owner,,,human;human;human,"Anton Birlinger;Karl Leopold Strauven;Prince Karl Anton, Prince of Hohenzollern",Q588335;Q11028150;Q58012
"Fowle, Nicolas",former owner,,,human,Nicolas Fowle,Q116327461
"Fox, Edward 1496?-1538.",author,,,human,Edward Foxe,Q1788760
"Foyle, William A. 1885-1963",former owner,,http://id.loc.gov/authorities/names/nr00032207,human,William Foyle,Q8009288
"Frédéric Masson (1847–1923), of Paris; C. L. Ricketts, bought in Paris in 1927 from E. Nourry; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,human;human;human,Frédéric Masson;Émile Nourry;Coella Lindsay Ricketts,Q1152648;Q690442;Q116771179
"Fraenkel, Pierre, 1923-",former owner,,http://id.loc.gov/authorities/names/n83073172,human,Pierre Fraenkel,Q59530171
"François-Nicolas Comynet (1791-1848), no. 168 in the list of manuscripts bought by him in 1825 from the municipality of Auxerre (Liber Prosperi De vita contemplativa, et liber Anselmi De processione Spiritus Sancti; sent by Comynet to the dealer Sylvestre, in Paris; the abbé Joseph-Félix Allard (1795-1831), translator of Tertullian and priest of St-Eustache in Paris,",former owner,,,human;human,François-Nicolas Comynet;Joseph-Félix Allard,Q116785081;Q116785090
Francesco Barbaro,author,,,human,Francesco Barbaro,Q712032
Francesco Berlinghieri,author,,,human,Francesco Berlinghieri,Q5479210
Francesco degli Stabili 1269-1327,author,,,human,Cecco d'Ascoli,Q728592
Francesco di Giorgio,author,,,human,Francesco di Giorgio,Q434425
Francesco Ghisolfi,author,,,human,Francesco Ghisolfi,Q68716752
Francesco Giuntini,author,,,human,Francesco Giuntini,Q3080974
"Francesco III Gonzaga, Duke of Mantua, 1540-1550",author,,,human,"Francesco III Gonzaga, Duke of Mantua",Q715234
Francesco Lignamine,author,,,human,Francesco de Lignamine,Q3750856
Francesco Malacarne,author,,,human,Francesco Malacarne,Q65953117
Francesco Petrarca,author,,,human,Petrarch,Q1401
"Francesco, Ghilo di",author,,,human,Ghilo di Francesco,Q116327741
"Franchières, Jean de ca. 1400-1488.",author,,,human,Jean de Franchières,Q3175407
"Franchini, Giuseppe, 1915-",former owner,,http://id.loc.gov/authorities/names/nr2001009952,human,Giuseppe Franchini,Q116327599
"Francis Bryan, attributed",author,,,human,Francis Bryan,Q512521
"Francis I, King of France, 1494-1547",author,,,human,Francis I of France,Q129857
Francis of Assisi,author,,,human,Francis of Assisi,Q676555
Francis Petrarch,author,,,human,Petrarch,Q1401
"Franciscan convent of Arras (founded in 1223), with their contemporary inscription on fol. 60v (partly trimmed), ""liber iste fratrum minorum Attrebatensis. qui furatus fuerit non absolvatur nisi eis restituat ablatum"" and, late thirteenth century,""hic est liber fratrom minorum Attrebati"";",former owner,,,organization,Franciscan convent of Arras,Q116785049
Franciscans,author,,http://id.loc.gov/authorities/names/n79015671,organization,Franciscans,Q165005
Franciscans.,author,,,organization,Franciscans,Q165005
Francisco de Mendoza y Bobadilla,author,,,human,Francisco Mendoza de Bobadilla,Q662239
Francisco de Pisa,author,,,human,Francisco de Pisa,Q3816939
Francisco de Vitoria 1486?-1546,author,,,human,Francisco de Vitoria,Q312384
Franciscus de Mayronis,author,,,human,Francis of Mayrone,Q1995114
Francois I of France,author,,,human,Francis I of France,Q129857
"Franz Josef II, Prince of Liechtenstein, 1906-1989",former owner,,http://id.loc.gov/authorities/names/nr88008432,human,"Franz Joseph II, Prince of Liechtenstein",Q165674
Fraternità di Santa Maria di Portico di Camollia,author,,,organization,Santa Maria in Portico a Fontegiusta,Q3674136
Frederick B. Artz,former owner,,,human,Frederick Binkerd Artz,Q52156821
Frederick B. Artz.,former owner,,,human,Frederick Binkerd Artz,Q52156821
Frederick II of Denmark 1534-1588,author,,,human,Frederick II of Denmark,Q154041
"Frederick Lewis, Philadelphia",former owner,,,human,John Frederick Lewis,Q78163033
Free Library of Philadelphia,former owner,,,organization,Free Library of Philadelphia,Q3087288
Free Library of Philadelphia.,former owner,,,organization,Free Library of Philadelphia,Q3087288
"Freisleben, Leonhard, active 1523-1540",author,,,human,Leonhard Freisleben,Q94867591
"Fribois, Noël de fl. 1400-1468.",author,,,human,Noël de Fribois,Q111210803
Friderici de Schennis,former owner,,,human,Hans Friedrich Emanuel Schennis,Q24701295
"From a manuscript bequeathed to Beauvais Cathedral by Robert de Hangest (d. 1356); the cathedral library was dispersed at the French Revolution; a group of its best manuscripts re-appeared in the sale of the architect Gay, Lyons, October 1833;",former owner,,,organization;human,Beauvais Cathedral;Robert de Hangest,Q513300;Q116785131
"From a solicitor's office in Halifax; acquired, from a clerk who came to America ca. 1900, by Frederick W. Gnichtel (1860-1950); his gift in 1915.",former owner,,,human,Frederick W. Gnichtel,Q116860314
From the Astor collection.,former owner,,,human,Astor family,Q661575
"from the collection of specimen leaves formed by Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-46, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,human;organization,George Amos Poole;William H. Robinson Ltd.,Q116786331;Q64683625
"from the collection of specimen leaves formed by Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-6, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,organization;human,William H. Robinson Ltd.;George Amos Poole,Q116786331;Q64683625
"from the collection of specimen leaves formed by Messrs. W.H. Robinson, who bought the residue of the Phillipps library in 1945-46, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,human,George Amos Poole,Q64683625
"From the collection of the Abate Matteo Luigi Canonici (1727-1806), purchased in 1835 by Rev. Walter Sneyd (1810?-1888); his sale, London, 1903, n. 344 to Quaritch; given to the Grolier Club in 1912 by Archer M. Huntington (Grolier member, 1894-1955).",former owner,,,human;human;organization;human,Matteo Luigi Canonici;Walter Sneyd;Bernard Quaritch Ltd;Archer Milton Huntington,Q55226394;Q62619661;Q65034936;Q4785964
From the leaves of Otto F. Ege (1888-1951).,former owner,,,human,Otto Ege,Q7109575
"From the Missal of Cardinal Antoniotto Pallavicini (1442-1507), who gave it to the Sistine Chapel, in the Vatican, where it was recorded in 1714; probably looted during the French occupation of Rome in 1798; the abate Luigi-Celotti (c. 1768-c. 1846), who probably cut it up;",former owner,,,human;organization;human,Antonio Pallavicini Gentili;Sistine Chapel;Luigi Celotti,Q2345146;Q2943;Q113774991
"From volume III of the Antiphoner made for the prioress of the Cistercian nunnery of Beaupré (founded 1228, suppressed 1796), at Grimminge, east of Brussels and north of Cambron; gothic foliation in roman numerals added during the revision of the text under Jacquemine Hendricx, abbess of Beaupré 1473-1500,",former owner,,,organization;human,Cistercian Abbey of Beaupré;Jacquemine Hendricx,Q2698735;Q116785243
"Frost, H. Harvey",former owner,,,human,Henry Harvey Frost,Q63158037
Fucecchio (Italy). Podestà,author,,,organization,Fucecchio,Q82699
"Fugger, Marcus, 1529-1597",former owner,,,human,Markus Fugger,Q115254
"Fugger, Marcus, 1529-1597",former owner,,http://id.loc.gov/authorities/names/n82089479,human,Markus Fugger,Q115254
"Fugger, Ulricus, 1526-1584",former owner,,,human,Ulrich Fugger,Q3547961
"Fugger, Ulricus, 1526-1584",former owner,,http://id.loc.gov/authorities/names/no94020341,human,Ulrich Fugger,Q3547961
"Fürstlich Fürstenbergische Hofbibliothek (Donaueschingen, Germany)",former owner,,http://id.loc.gov/authorities/names/n86126584,organization,Donaueschingen court library,Q176893
Fulgentius of Ruspa,author,,,human,Fulgentius of Ruspe,Q380089
Fulgentius Ruspensis (Claudius Gordianus Fulgentius),author,,,human,Fulgentius of Ruspe,Q380089
"Fuller, A. W. F",former owner,,,human,A. W. F. Fuller,Q4648509
Gabriele Cesano,author,,,human,Gabriele Cesano,Q3756567
"Gabuzzi, conte",author,,,human,Conte Gabuzzi,Q116378063
Gaetanus de Thienis,author,,,human,Gaëtan de Tiène,Q3099938
"Gänser, Georg",scribe,,http://id.loc.gov/authorities/names/no2012007915,human,Georg Ganser,Q113857026
"Gāḍagīla, Janārdana Koṇḍadeva",former owner,,,human,Janārdana Koṇḍadeva Gāḍagīla,Q113857033
"Gaignières, Jehan de, 16th cent",former owner,,,human,Jehan de Gaignières,Q113857013
"Gaignières, Jehan de, 16th century",former owner,,,human,Jehan de Gaignières,Q113857013
Galand of Reigny,author,,,human,Galand of Reigny,Q85722052
Galen,author,,,human,Galen,Q8778
Galen.,author,,,human,Galen,Q8778
"Galiotti, Nicolo",author,,,human,Nicolo Galiotti,Q116328052
"Gallico, Joseph ben Isaac, 16th century",scribe,,,human,Joseph ben Isaac Gallico,Q113857019
"Gambiglioni, Angelo, active 15th century",author,,http://viaf.org/viaf/100384396/,human,Angelo Gambiglioni,Q3617010
Gaṅgārāma,former owner,,,human,Gaṅgārāma,Q94539706
"Ganser, Georg",scribe,,,human,Georg Ganser,Q113857026
"Gardner, Thomas",former owner,,,human,Thomas Gardner,Q18593511
Gaspar,scribe,,http://id.loc.gov/authorities/names/n89630021,human,Gaspar,Q116075677
Gaspare Calderini,author,,,human,Gaspare Calderini,Q24248372
Gaspare Contarini,author,,,human,Gasparo Contarini,Q728931
Gaspare da Verona ca. 1400-1474.,author,,,human,Gaspare da Verona,Q19515261
Gaspare Torelli,author,,,human,Gaspar Torelli,Q20002396
Gasparino Barzizza,author,,,human,Gasparinus de Bergamo,Q1236187
Gasparinus Barzizza,author,,,human,Gasparinus de Bergamo,Q1236187
Gauberto Fabricio de Vagad,author,,,human,Gualberto Fabricio de Vagad,Q5613374
Gautier de Coincy,author,,,human,Gautier de Coincy,Q5356
Gautier de Metz,author,,,human,Gautier de Metz,Q930623
"Gazaeus, Aeneas.",author,,,human,Aeneas of Gaza,Q137152
Gebeno von Eberbach,author,,,human,Gebeno von Eberbach,Q126296
Geert Groote (translator),author,,,human,Geert Groote,Q467242
Geert Grote,author,,,human,Geert Groote,Q467242
Geffrey Whitney,author,,,human,Geoffrey Whitney,Q5534971
"Geigy-Hagenbach, Karl",former owner,,,human,Carl Alphons Geigy-Hagenbach,Q55843904
"Gellius, Aulus.",author,,,human,Aulus Gellius,Q294800
"Gendreau, Georges",former owner,,,human,Georges Gendreau,Q116328168
Generale consilium partis Guelforum,author,,,organization,General council of Guelfs,Q116731239
Gentien Hervet,author,,,human,Gentian Hervetus,Q3100865
"Gentilis Fulginas, -1348",author,,http://id.loc.gov/authorities/names/n86839021,human,Gentile da Foligno,Q524048
"Genua, Marciantonius",author,,,human,Marcantonio Genua,Q3845887
Geoffrey Chaucer,author,,,human,Geoffrey Chaucer,Q5683
Geoffrey of Monmouth,author,,,human,Geoffrey of Monmouth,Q188344
"Geoffrey of Monmouth, Bishop of St. Asaph 1100?-1154.",author,,,human,Geoffrey of Monmouth,Q188344
Geoffrey of Vinsauf,author,,,human,Geoffrey of Vinsauf,Q1491994
Geoffrey of Vinsauf fl. 1200.,author,,,human,Geoffrey of Vinsauf,Q1491994
George A. Plimpton (1855-1836).,former owner,,,human,George Arthur Plimpton,Q5536449
George A. Plimpton (1855-1936).,former owner,,,human,George Arthur Plimpton,Q5536449
George Atherton Aitken (1860-1917).,former owner,,,human,George Atherton Aitken,Q15930536
George Bruce collection; given to the Grolier Club in July 1894 by David Wolfe Bruce.,former owner,,,human;human,George Bruce;David Wolfe Bruce,Q2757147;Q116598092
"George Dunn, 1864-1912",former owner,,,human,George Dunn,Q112841325
George Hermonymus Spartanus,author,,,human,George Hermonymus,Q3077328
George of Trebizond,author,,,human,George of Trebizond,Q533514
George of Trebizond 1396-1486.,author,,,human,George of Trebizond,Q533514
George Offor,author,,,human,George Offor,Q5543005
George Purbach,author,,,human,Georg von Peuerbach,Q84289
George Robert White (1847-1922),former owner,,,human,George Robert White,Q5543940
George T. Strong (1837).,former owner,,,human,George Templeton Strong,Q721985
George T. Strong.,former owner,,,human,George Templeton Strong,Q721985
Georges Chastellain,author,,,human,Georges Chastellain,Q957427
Gerald of Frachet,author,,,human,Géraud de Frachet,Q3124462
Gerallus,scribe,,,human,Gerallus,Q116328666
Gerard of Abbeville?,author,,,human,Gerard of Abbeville,Q3124396
Gerard of Cremona (of Sabbioneta?),author,,,human,Gerard of Cremona,Q367240
Gerard Zerbolt van Zutphen,author,,,human,Gerard Zerbolt of Zutphen,Q1510217
"Gerardi, Alamanno",author,,,human,Alamanno Gerardi,Q116328852
Gerardus de Fracheto,author,,,human,Géraud de Frachet,Q3124462
"Gerbel, Nicolaus, approximately 1485-1560",author,,http://id.loc.gov/authorities/names/n90605562,human,Nikolaus Gerbel,Q87535
Germain Brice,author,,,human,Germain Brice,Q55909373
Gerolamo Bologni 1454-1517,author,,,human,Girolamo Bologni,Q29375850
"Gerson, Jean 1363-1429.",author,,,human,Jean Gerson,Q281179
"Gerson, Jean, 1363-1429",author,,http://id.loc.gov/authorities/names/n79108532,human,Jean Gerson,Q281179
"Gervais, Jullien",author,,,human,Jullien Gervais,Q116377214
Gervase Markham,author,,,human,Gervase Markham,Q456590
"Gervase, of Tilbury, approximately 1160-approximately 1211",author,,,human,Gervase of Tilbury,Q531883
"Ghalyūn, Nafīsah bint al-Ḥājj Muḥammad",former owner,غليون، نفيسة بنت الحاج محمد,,human,Nafīsah bint al-Ḥājj Muḥammad Ghalyūn,Q113857047
"Ghamrī, Aḥmad ibn Muḥammad, -1499 or 1500",author,غمري، احمد بن محمد، -1499 أو 1500,,human,Aḥmad ibn Muḥammad Ghamrī,Q113857063
"Ghaznawī, Aḥmad, -1196 or 1197",author,غزنوي، احمد، -1196 or 1197,,human,Aḥmad Ghaznawī,Q113857079
"Ghazzālī, 1058-1111",author,,http://id.loc.gov/authorities/names/n82097778,human,Al-Ghazali,Q9546
"Gherardo, del Fora, approximately 1444-1497",artist,,,human,Gherardo di Giovanni del Fora,Q3104832
"Ghinucci, Girolamo d. 1451.",author,,,human,Girolamo Ghinucci,Q2261543
"Giacomini Tebalducci Malespini, Lorenzo, -1599",author,,http://id.loc.gov/authorities/names/n90605575,human,Lorenzo Giacomini,Q19413034
Gift in 1975 of Dr. Martin Picker (1929-2005). Earlier call number: Ac. 2834.,former owner,,,human,Martin Picker,Q75709832
"Gift in January 1898 by Samuel Putnam Avery,",former owner,,,human,Samuel Putnam Avery,Q3819081
Gift of Audry Wilkens (1910-2003).,former owner,,,human,Audry Wilkens,Q114242438
Gift of Edith Wetmore (1870-1966) in 1955 to the Providence Public Library.,former owner,,,human,Edith Wetmore,Q65166159
"Gift of Marilyn Carbonell and David Weinglass, April 2013 and given to the Karen Gould Collection of the Nelson-Atkins Museum of Art in 2012. Purchased from Eleven Eleven Books, March 2013.",former owner,,,human;human;human,Karen L. Gould;Marilyn Carbonell;David Weinglass,Q6369801;Q116849845;Q116849885
Gift to the Grolier Club by Miss Ellen King.,former owner,,,human,Ellen King,Q116626344
"Gigli, Giovanni d. 1498.",author,,,human,Giovanni de' Gigli,Q5564024
Gilbert de la Porée,author,,,human,Gilbert de La Porrée,Q583119
Gilbert de la Porrée,author,,,human,Gilbert de La Porrée,Q583119
"Gilbert de La Porrée, Bishop ca. 1075-1154.",author,,,human,Gilbert de La Porrée,Q583119
"Gilbert, W. J.",former owner,,,human,W. J. Gilbert,Q113857112
Giles of Rome OESA (?),author,,,human,Giles of Rome,Q380647
"Giles of Rome, Archbishop of Bourges ca. 1243-1316.",author,,,human,Giles of Rome,Q380647
Gilles Le Bouvier,author,,,human,Gilles Le Bouvier,Q4085162
"Ginori Conti, Piero, 1865-1939",former owner,,http://id.loc.gov/authorities/names/n87132030,human,Piero Ginori Conti,Q3903260
"Gioacchino, di Giovanni",illuminator,,,human,Gioacchino di Giovanni,Q20830652
"Gioacchino, di Giovanni",illuminator,,http://id.loc.gov/authorities/names/n87922092,human,Gioacchino di Giovanni,Q20830652
Giordano Ruffo,author,,,human,Giordano Ruffo,Q3106874
Giordano Ruffo -1256,author,,,human,Giordano Ruffo,Q3106874
Giorgio Valla,author,,,human,Giorgio Valla,Q112365523
Giovanni Antonio Flaminio (Giovanni Antonius Flaminio),author,,,human,Giovanni Antonio Flaminio,Q17284944
Giovanni Antonio Porcelli Pandoni,author,,,human,Porcellio,Q12270006
Giovanni Antonio Porcelli Pandoni?,author,,,human,Porcellio,Q12270006
Giovanni Battista Aleotti,author,,,human,Giovan Battista Aleotti,Q1525800
Giovanni Battista Guarini,author,,,human,Giovanni Battista Guarini,Q542039
Giovanni Battista Poggio-Bracciolini,author,,,human,Giovan Battista Bracciolini,Q3766057
Giovanni Battista Zucchetta,author,,,human,Giovanni Battista Zucchetta,Q41618873
Giovanni Boccaccio,author,,,human,Giovanni Boccaccio,Q1402
Giovanni da Bologna,author,,,human,Giovanni da Bologna,Q19569731
Giovanni da Nola,author,,,human,Giovanni da Nola,Q1352075
Giovanni da Udine 1487-1564.,author,,,human,Giovanni da Udine,Q983350
Giovanni del Virgilio,author,,,human,Giovanni del Virgilio,Q3107533
Giovanni del Virgilio fl. 1319.,author,,,human,Giovanni del Virgilio,Q3107533
Giovanni delle Celle,author,,,human,Giovanni dalle Celle,Q3768451
Giovanni di Maestro Luca,author,,,human,Giovanni Contino,Q20100441
Giovanni Pascuzzi,author,,,human,Giovanni Pascuzzi,Q112524856
"Giovanni Pietro, da Cemmo, active 15th century-16th century",illuminator,,http://id.loc.gov/authorities/names/nr88004529,human,Giovanni Pietro da Cemmo,Q3107315
"Giovanni, da Bologna, -1314",author,,http://id.loc.gov/authorities/names/nr96044275,human,Giovanni da Bologna,Q116073956
"Giovanni, da Nola, approximately 1488-1558",author,,http://id.loc.gov/authorities/names/no2008026653,human,Giovanni da Nola,Q1352075
"Giovanni, di Ibelin, 13th century",author,,,human,John of Ibelin,Q707909
"Giovio, Paolo, 1483-1552",former owner,,http://id.loc.gov/authorities/names/n82154669,human,Paolo Giovio,Q437543
"Girardi, G",author,,,human,G. Girardi,Q116181454
"Giraud, Petrus",former owner,,,human,Petrus Giraud,Q116377440
Girolamo Amelonghi,author,,,human,Girolamo Amelonghi,Q3768889
Girolamo Angeriano,author,,,human,Girolamo Angeriano,Q3768890
Girolamo Benivieni,author,,,human,Girolamo Benivieni,Q328117
Girolamo Savonarola,author,,,human,Girolamo Savonarola,Q164823
"Giulantonio di Acquaviva, duke of Atri 1464-81, or possibly his young son, Andrea Matteo Acquaviva (1458-1529), with their arms on fol. 1r; Gilhofer and Ranschburg, cat. 265 (1936), no. 12a; evidently confiscated by the Nazis, with the purple stamp of the Zentralstelle für Denkmalschutz dated 26.III.37 inside the lower cover; apparently returned;",former owner,,,human;human;organization,"Giulio Antonio Acquaviva;Andrea Matteo Acquaviva;Gilhofer & Ranschburg, Vienna",;Q2317813;Q3615841;Q1524334
