genre_as_recorded,vocab,source_authority_uri,authorized_label,structured_value,ds_qid
Historiated initials--England--13th century,aat,,historiated initials;England;Thirteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1150138,Q10800;Q320;Q245
Historiated initials--England--14th century,aat,,historiated initials;England;Fourteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/933420,Q10800;Q320;Q295
Historiated initials--England--15th century,aat,,historiated initials;England;Fifteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/923962,Q10800;Q320;Q154
Historiated initials--Flanders--13th century,aat,,historiated initials;Europe--Flanders;Thirteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1245991;http://id.worldcat.org/fast/1150138,Q10800;Q4193;Q245
Historiated initials--Flanders--14th century,aat,,historiated initials;Europe--Flanders;Fourteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1245991;http://id.worldcat.org/fast/933420,Q10800;Q4193;Q295
Historiated initials--France--12th century,aat,,historiated initials;France;Twelfth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1159791,Q10800;Q152;Q304
Historiated initials--France--13th century,aat,,historiated initials;France;Thirteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1150138,Q10800;Q152;Q245
Historiated initials--France--14th century,aat,,historiated initials;France;Fourteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/933420,Q10800;Q152;Q295
Historiated initials--France--15th century,aat,,historiated initials;France;Fifteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/923962,Q10800;Q152;Q154
Historiated initials--Germany--14th century,aat,,historiated initials;Germany;Fourteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/933420,Q10800;Q3032;Q295
Historiated initials--Germany--15th century,aat,,historiated initials;Germany;Fifteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/923962,Q10800;Q3032;Q154
Historiated initials--Italy,aat,,historiated initials;Italy,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1204565,Q10800;Q249
Historiated initials--Italy--13th century,aat,,historiated initials;Italy;Thirteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1150138,Q10800;Q249;Q245
Historiated initials--Italy--14th century,aat,,historiated initials;Italy;Fourteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/933420,Q10800;Q249;Q295
Historiated initials--Italy--15th century,aat,,historiated initials;Italy;Fifteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q10800;Q249;Q154
Historiated initials--Italy--16th century,aat,,historiated initials;Italy;Sixteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1119851,Q10800;Q249;Q335
Historiated initials--Italy--18th century,aat,,historiated initials;Italy;Eighteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/904058,Q10800;Q249;Q3024
Historiated initials--Poland--16th century,aat,,historiated initials;Poland;Sixteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1206891;http://id.worldcat.org/fast/1119851,Q10800;Q4840;Q335
Historiated initials--Spain--14th century,aat,,historiated initials;Spain;Fourteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/933420,Q10800;Q343;Q295
Historiated intials--France--13th century,aat,,historiated initials;France;Thirteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1150138,Q10800;Q152;Q245
historical,ds-genre,,history (discipline),http://vocab.getty.edu/aat/300054394,Q42406
histories,aat,,histories (literary genre),http://vocab.getty.edu/aat/300026358,Q227
Histories,aat,,histories (literary genre),http://vocab.getty.edu/aat/300026358,Q227
histories (literary works),ds-genre,,histories (literary genre),http://vocab.getty.edu/aat/300026358,Q227
Histories (literary works),aat,,histories (literary genre),http://vocab.getty.edu/aat/300026358,Q227
History,fast,(OCoLC)fst01411628http://id.worldcat.org/fast/1411628,History,http://id.worldcat.org/fast/1411628,Q279
History,fast,(OCoLC)fst01411628,History,http://id.worldcat.org/fast/1411628,Q279
History,fast,,History,http://id.worldcat.org/fast/1411628,Q279
History,openn-form/genre,,History,http://id.worldcat.org/fast/1411628,Q279
holographs (autographs),aat,,holographs (autographs),http://vocab.getty.edu/aat/300028573,Q11544
Homiliaries,aat,,homiliaries,http://vocab.getty.edu/aat/300211641,Q4140
Homiliaries,lcsh,,Homiliaries,http://id.worldcat.org/fast/959694,Q16286
Humanistic scripts,aat,,humanistic scripts,http://vocab.getty.edu/aat/300210204,Q10824
Humanistic scripts,aat,http://vocab.getty.edu/aat/300210204,humanistic scripts,http://vocab.getty.edu/aat/300210204,Q10824
Humanistic scripts,aat.,,humanistic scripts,http://vocab.getty.edu/aat/300210204,Q10824
Humanistic scripts--Italy--Florence--15th century,aat,,humanistic scripts;Italy--Florence;Fifteenth century,http://vocab.getty.edu/aat/300210204;http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/923962,Q10824;Q3604;Q154
Humanist scripts,aat,,humanistic scripts,http://vocab.getty.edu/aat/300210204,Q10824
Humor,fast,(OCoLC)fst01423696,Humor,http://id.worldcat.org/fast/1423696,Q42535
hymnals,ds-genre,,hymnals,http://vocab.getty.edu/aat/300026463,Q4785
Hymnals,aat,,hymnals,http://vocab.getty.edu/aat/300026463,Q4785
Hymnals,rbgenr,,Hymnals,http://id.loc.gov/vocabulary/rbmscv/cv01449,Q42529
Hymnals--13th century,aat,,hymnals;Thirteenth century,http://vocab.getty.edu/aat/300026463;http://id.worldcat.org/fast/1150138,Q4785;Q245
Hymns,aat,,hymns,http://vocab.getty.edu/aat/300167054,Q3548
Hymns,fast,(OCoLC)fst01423701,Hymns,http://id.worldcat.org/fast/1423701,Q6878
Hymns,fast,,Hymns,http://id.worldcat.org/fast/1423701,Q6878
Hymns,lcgft,,Hymns,http://id.worldcat.org/fast/1423701,Q6878
Hymns,openn-form/genre,,hymns,http://vocab.getty.edu/aat/300167054,Q3548
"Hymns, Latin",lcsh,,"Hymns, Latin",http://id.worldcat.org/fast/965595,Q7367
"Hymns, Syriac",lcsh,,"Hymns, Syriac",http://id.worldcat.org/fast/965649,Q18318
Hymns (documents),aat,,hymns,http://vocab.getty.edu/aat/300167054,Q3548
Hymns--Italy--16th century,aat,,hymns;Italy;Sixteenth century,http://vocab.getty.edu/aat/300167054;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1119851,Q3548;Q249;Q335
Hymns--Spain--17th century,,,hymns;Spain;Seventeenth century,http://vocab.getty.edu/aat/300167054;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1113663,Q3548;Q343;Q2771
Illegible markings,rbmscv,,Illegible markings,http://id.loc.gov/vocabulary/rbmscv/cv00159,Q16287
illuminated,ds-genre,,illuminations (paintings),http://vocab.getty.edu/aat/300264522,Q225
Illuminated initials (layout features),aat,,decorated initials,http://vocab.getty.edu/aat/300417548,Q10807
Illuminated initials (Layout features),aat,,decorated initials,http://vocab.getty.edu/aat/300417548,Q10807
Illuminated initials (Layout features)--Belgium--15th century,aat,,decorated initials;Belgium;Fifteenth century,http://vocab.getty.edu/aat/300417548;http://id.worldcat.org/fast/1210278;http://id.worldcat.org/fast/923962,Q10807;Q16301;Q154
Illuminated initials (Layout features)--France--15th century,aat,,decorated initials;France;Fifteenth century,http://vocab.getty.edu/aat/300417548;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/923962,Q10807;Q152;Q154
Illuminated initials (Layout features)--Italy--13th century,aat,,decorated initials;Italy;Thirteenth century,http://vocab.getty.edu/aat/300417548;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1150138,Q10807;Q249;Q245
Illuminated initials (Layout features)--Italy--14th century,aat,,decorated initials;Italy;Fourteenth century,http://vocab.getty.edu/aat/300417548;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/933420,Q10807;Q249;Q295
Illuminated initials (Layout features)--Italy--15th century,aat,,decorated initials;Italy;Fifteenth century,http://vocab.getty.edu/aat/300417548;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q10807;Q249;Q154
Illuminated initials (Layout features)--Italy--Bologna--14th century,aat,,decorated initials;Italy--Bologna;Fourteenth century,http://vocab.getty.edu/aat/300417548;http://id.worldcat.org/fast/1204551;http://id.worldcat.org/fast/933420,Q10807;Q4842;Q295
Illuminated initials (Layout features)--Spain--15th century,aat,,decorated initials;Spain;Fifteenth century,http://vocab.getty.edu/aat/300417548;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/923962,Q10807;Q343;Q154
Illuminated initials (Layout features)--Spain--17th century,aat,,decorated initials;Spain;Seventeenth century,http://vocab.getty.edu/aat/300417548;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1113663,Q10807;Q343;Q2771
Illuminated initials (Layout features)--Spain--Valladolid--16th century,aat,,decorated initials;Spain--Valladolid;Sixteenth century,http://vocab.getty.edu/aat/300417548;http://id.worldcat.org/fast/1207327;http://id.worldcat.org/fast/1119851,Q10807;Q38450;Q335
illuminatedmanuscripts,aat,(CStmoGRI)aatgf300265483,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
Illuminatedmanuscripts,aat,,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
Illuminatedmanuscripts,aat,http://vocab.getty.edu/aat/300265483,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
Illuminatedmanuscripts,aat,(CStmoGRI)aatgf300265483http://vocab.getty.edu/aat/300265483,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
illuminated manuscripts,aat,(CStmoGRI)aatgf300265483,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
illuminated manuscripts,aat,,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
Illuminated manuscripts,aat,(CStmoGRI)aatgf300265483http://vocab.getty.edu/aat/300265483,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
Illuminated manuscripts,aat,,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
Illuminated manuscripts--10th century,aat,,illuminated manuscripts;Tenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1147737,Q4268;Q12530
Illuminated manuscripts--11th century,aat,,illuminated manuscripts;Eleventh century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/908096,Q4268;Q306
Illuminated manuscripts--12th century,aat,,illuminated manuscripts;Twelfth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1159791,Q4268;Q304
Illuminated manuscripts--14th century,aat,,illuminated manuscripts;Fourteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/933420,Q4268;Q295
Illuminated manuscripts--15th century,aat,,illuminated manuscripts;Fifteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/923962,Q4268;Q154
Illuminated manuscripts--16th century,aat,,illuminated manuscripts;Sixteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1119851,Q4268;Q335
Illuminated manuscripts--Afghanistan--Herat--16th century,aat,,illuminated manuscripts;Afghanistan--Herat;Sixteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1215453;http://id.worldcat.org/fast/1119851,Q4268;Q48725;Q335
Illuminated manuscripts--Belgium--15th century,aat,,illuminated manuscripts;Belgium;Fifteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1210278;http://id.worldcat.org/fast/923962,Q4268;Q16301;Q154
Illuminated manuscripts--Belgium--Bruges--15th century,aat,,illuminated manuscripts;Belgium--Bruges;Fifteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1204513;http://id.worldcat.org/fast/923962,Q4268;Q38496;Q154
Illuminated manuscripts--Belgium--Mons--15th century,aat,,illuminated manuscripts;Belgium--Mons;Fifteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1206359;http://id.worldcat.org/fast/923962,Q4268;Q12585;Q154
Illuminated manuscripts--California--San Francisco--19th century,aat,,illuminated manuscripts;California--San Francisco;Nineteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1204481;http://id.worldcat.org/fast/1037841,Q4268;Q42573;Q3538
Illuminated manuscripts--Egypt--Cairo--16th century,aat,,illuminated manuscripts;Egypt--Cairo;Sixteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1205204;http://id.worldcat.org/fast/1119851,Q4268;Q11261;Q335
Illuminated manuscripts--England--13th century,aat,,illuminated manuscripts;England;Thirteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1150138,Q4268;Q320;Q245
Illuminated manuscripts--England--14th century,aat,,illuminated manuscripts;England;Fourteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/933420,Q4268;Q320;Q295
Illuminated manuscripts--England--15th century,aat,,illuminated manuscripts;England;Fifteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/923962,Q4268;Q320;Q154
Illuminated manuscripts--France--12th century,aat,,illuminated manuscripts;France;Twelfth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1159791,Q4268;Q152;Q304
Illuminated manuscripts--France--13th century,aat,,illuminated manuscripts;France;Thirteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1150138,Q4268;Q152;Q245
Illuminated manuscripts--France--14th century,aat,,illuminated manuscripts;France;Fourteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/933420,Q4268;Q152;Q295
Illuminated manuscripts--France--15th century,aat,,illuminated manuscripts;France;Fifteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/923962,Q4268;Q152;Q154
Illuminated manuscripts--France--16th century,aat,,illuminated manuscripts;France;Sixteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1119851,Q4268;Q152;Q335
Illuminated manuscripts--France--Paris--15th century,aat,,illuminated manuscripts;France--Paris;Fifteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1205283;http://id.worldcat.org/fast/923962,Q4268;Q27297;Q154
Illuminated manuscripts--France--Rouen--15th century,aat,,illuminated manuscripts;France--Rouen;Fifteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1205659;http://id.worldcat.org/fast/923962,Q4268;Q2965;Q154
Illuminated manuscripts--Germany--13th century,aat,,illuminated manuscripts;Germany;Thirteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1150138,Q4268;Q3032;Q245
Illuminated manuscripts--Germany--14th century,aat,,illuminated manuscripts;Germany;Fourteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/933420,Q4268;Q3032;Q295
Illuminated manuscripts--Hungary--14th century,aat,,illuminated manuscripts;Hungary,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1205132,Q4268;Q4179
Illuminated manuscripts--India--16th century,aat,,illuminated manuscripts;India;Sixteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1119851,Q4268;Q26595;Q335
Illuminated manuscripts--India--17th century,aat,,illuminated manuscripts;India;Seventeenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1113663,Q4268;Q26595;Q2771
Illuminated manuscripts--India--18th century,aat,,illuminated manuscripts;India;Eighteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/904058,Q4268;Q26595;Q3024
Illuminated manuscripts--India--19th century,aat,,illuminated manuscripts;India;Nineteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1037841,Q4268;Q26595;Q3538
Illuminated manuscripts--India--Delhi--17th century,aat,,illuminated manuscripts;India--Delhi;Seventeenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1205766;http://id.worldcat.org/fast/1113663,Q4268;Q48746;Q2771
