ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 06,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XV(ex), 1485-1499",1485^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Antiphonal,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Given to the Grolier Club in 1931 by Charles Bain Hoyt.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: f. 1r-v; 550 x 440 mm.,Latin.|Contains antiphons for the second nocturn at matins for the feast of St. Louis of Toulouse (19 August).,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132465.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 07,"",,France,http://vocab.getty.edu/tgn/1000070,France,"s. XV(med), 1440-1460",1440^1460,15,http://vocab.getty.edu/aat/300404465,false,,"","","Book of hours, use of Paris","","",,,,"",,,"","","","","","",Master of the Brotherhood of Ste. Catherine,"","","","","","","","","","","",Latin; French,Q150;Q397,French;Latin,"Traces of a library stamp on f. 1. Acquired from Robson and Kerslake (according to de Ricci) by Daniel B. Fearing of Newport, Rhode Island who gave it to the Grolier Club in 1908.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-154v; 185 x 127 mm.,"Artist of the Annunciation with some similarties to the Master of Thomas Hoo; secondary artist provisionally named as above from The Hague, Koninklijke Bibliotheek, MS 76 E 18; both artists in the tradition of the Boucicaut Master and the Bedford Master.|Latin.|Full calendar in French; gospel pericopes; Obsecro te & O intemerata (masc. forms); Hours of the BVM; Penitential psalms & litany; Short hours of the Cross and of the Holy Spirit; Office of the dead; prayers in French (Sonet 458, 504, 1876).",This description is based on the extensive work of Prof. James Marrow.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132466.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 08,"",,France,http://vocab.getty.edu/tgn/1000070,France,"s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Book of hours,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,George Bruce collection; given to the Grolier Club in July 1894 by David Wolfe Bruce.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-160v; 230 x 170 mm.,This manuscript no longer held by The Grolier Club.|Latin.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132467.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 09,"",,France,http://vocab.getty.edu/tgn/1000070,France,"s. XV(4/4), 1475-1499",1475^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Book of hours,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin; French,Q150;Q397,French;Latin,"The Earl of Hopetoun sale (London, 1889, n. 402) to Matthews. Given to the Grolier Club in 1905 by Daniel B. Fearing.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-107v; 170 x 124 mm.,"Conservation, September 2005, by Mindy Dubansky.|Latin.|Calendar in French; Short Hours of the Cross and of the Holy Spirit; Suffrages; Hours of the Virgin; Penitential psalms and litany; Office of the Dead (3 lessons only, whose resp. are: Credo quod, Qui lazarum, Libera me domine de morte eterna).","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132468.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 10,"",,France,http://vocab.getty.edu/tgn/1000070,France,"s. XVI(in), 1500-1515",1500^1515,16,http://vocab.getty.edu/aat/300404510,false,,"","","Book of hours, use of Rouen","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin; French,Q150;Q397,French;Latin,"Arms of first owners: 1, azure a six-pointed star or between three crescents or; 2, gules a bend sable charged with three small cups (?) or. George Bruce collection; given to the Grolier Club in July 1894 by David Wolfe Bruce.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-71v; 192 x 127 mm.,"Latin.|Calendar in French; gospel pericopes; Obsecro te & O Intemerata (masc. forms), other prayers; Short Hours of the Holy Spirit (misbound); Hours of the Virgin; Short Hours of the Cross; Penitential psalms; Office of the Dead; prayers and suffrages.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132469.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 11,"",,"Italy, Tuscany?",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7009760,Italy;Tuscany,"s. XV(4/4), 1475-1499",1475^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","","Book of hours, use of Rome","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Arms: 1, azure a fesse argent between three wheels argent; 2, argent a crescent azure and in chief a label of three points gules. Henry W. Poor sale (New York, 17 November 1908, I, n. 800) to G. D. Smith. Bequest to the Grolier Club by Beverly Chew.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-241v; 116 x 78 mm.,"A leaf missing between the present ff. 49 and 50.|Latin.|Calendar (incl. Geminianus, Zenobius, Reparata, Cerbonus, Ansanus); Hours of the BVM; Penitential psalms and litany (incl. Zenobius and Reparata); Office of the Dead; Short Hours of the Cross; Hours of the Passion; Short Hours of the Holy Spirit; prayers.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132470.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 12,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,"","","Book of hours, use of Rome","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Arms of the first owner: or three gateways with two turrets gules, with the initials A.P.; Samuel Putnam Avery collection; exhibited at the Grolier Club in 1892, n. 97; given to the Grolier Club in 1918 by Samuel Putnam Avery, Jr.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-164v; 85 x 60 mm.,Latin.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132471.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 13,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XI, 1000-1099",1000^1099,11,http://vocab.getty.edu/aat/300404503,false,,"","",Moralia in Job|Summary of the Moralia in Job,"","",,,,"",,,Gregory I,"","",Q42827,human,Gregory I,"","","","","","","","","","","","",Latin,Q397,Latin,"From the collection of the Abate Matteo Luigi Canonici (1727-1806), purchased in 1835 by Rev. Walter Sneyd (1810?-1888); his sale, London, 1903, n. 344 to Quaritch; given to the Grolier Club in 1912 by Archer M. Huntington (Grolier member, 1894-1955).","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-213v; 495 x 345 mm.,"Latin.|Missing leaves with consequent loss of text in at least 7 points after ff. 90v, 130v, 141v, 144v, 152v, 168v, 208v.|Summary of the amount of the text of Job covered by each book of Gregory's Moralia, added in a contemporary hand.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132472.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 14,"",,France,http://vocab.getty.edu/tgn/1000070,France,"s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",De duobus amantibus|De miseriis curialium|Invectiva ad indivum et detractorem|Sequitur invective Alani ad invidum et detractorem|Epistula ad Raymundum,"","",,,,"",,,Pius II|Pius II|Alain Chartier|Pseudo Bernard of Clairvaux,"","",Q101437|Q101437|Q982038|,human|human|human|,Pius II|Pius II|Alain Chartier|,"","","","","","","","","","","","",Latin,Q397,Latin,"Arms of first owner: azure a flame gules and or accompanied in chief by an inverted crescent argent. Owned by the Earl of Hopetoun (his sale, London, 1889, n. 110) to Matthews for Daniel B. Fearing, who gave it to the Grolier Club in 1908.","","","","","",paper,http://vocab.getty.edu/aat/300014109,paper,Extent: ff. 1-93v; 200 x 140 mm.,Irregular foliation.|Latin.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132473.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 15,"",,France|xx,http://vocab.getty.edu/tgn/1000070|,France|,"s. XVII(in), 1600-1615|s. XV, 1400-1499",1600^1615|1400^1499,17|15,http://vocab.getty.edu/aat/300404511|http://vocab.getty.edu/aat/300404465,false,,"","",Histoire de la mort de Henri IV|Missal,"","",,,,"",,,Pierre Mathieu,"","","","","",|,"","","","","",|,"","","","","",Latin,Q397,Latin,"Gift in January 1898 by Samuel Putnam Avery,","","","","","",paper|parchment,http://vocab.getty.edu/aat/300014109|http://vocab.getty.edu/aat/300011851,paper|parchment,Extent: ff. 1-141v; 290 x 190 mm. Extent: xx; xx x xx mm.,This manuscript no longer held by The Grolier Club.|Latin.|Copied from the edition printed in Paris in 1611.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132474.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 16,"",,Germany,http://vocab.getty.edu/tgn/7000084,Germany,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,true,,"","",Excerpts regarding Josephus and Eusebius of Caesarea|Contra Appionem|Historia ecclesiastica,"","",,,,"",,,Jerome|Josephus|Eusebius,"","",Q44248|Q134461|,human|human|,Jerome|Josephus|,"","","","","","",Conrad of Werden,"","","","","",Latin,Q397,Latin,"On back flyleaf, ""Emptus est iste liber pro septem florenis anno domini M CCCC lxx per Iohannem abbatem,"" of St. Mang, O.S.B. in Füssen; at secularization, the library went to the Oettingen-Wallerstein collection. Owned by Norman H. Strouse.","","","","","",paper and parchment,http://vocab.getty.edu/aat/300014109;http://vocab.getty.edu/aat/300011851,paper;parchment,Extent: ff. 1-145v; 372 x 282 mm.,"Bound with a printed edition of Flavius Josephus, De antiquitate Judaicaand De bello Judaico Augsburg: Johannes Schüssler, 1470 [HC* 9451; P* 1589; BMC II 327], itself of 288 leaves.|On f. 145v, Conscripta est hec presens hystoria In monasterio sancti magni in faucibus sub regimine . . . Iohannis cognomento Hessen pro tunc prefati monasterii abbatis per fratrem conradum werdensem Sub anno . . . 1462 feria sexta ante Invocavit.|Latin.|Notes from Bk. 1 and Bk. 2 added to the last page of the printed text and on the facing added leaf, by the same person who compiled the bibliographic excerpts from Jerome on the front pastedown.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132475.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 17,"",,France,http://vocab.getty.edu/tgn/1000070,France,"s. XVI(med), 1540-1560",1540^1560,16,http://vocab.getty.edu/aat/300404510,false,,"","","Book of hours, use of Rome","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin; French,Q150;Q397,French;Latin,"Comte de Rochechouart arms on ff. 1, 84; Castel-Lodève arms on f. 2. Frederick Perkins of Chipstead, Kent to Bennett; Simon J. Schwartz of New Orleans to G. D. Smith; Smith sale to G. Wells; Waters S. Davis by whose children it was given to the Grolier.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-85v; 191 x 130 mm.,"Five miniatures excised from the ms sometime after 1937 (description by de Ricci) of which 4 were noticed at Sotheby's, NY in 1996 in the estate of Fr. Redmond Ambrose Burke, C.S.V. (1914-1996) and returned to the Grolier; f. 34 still missing.|Latin.|Full calendar; gospel pericopes; passion according to John; Hours of the BVM (lacks f. 34, Lauds); suffrages; Obsecro te (masc. forms); prayers in French; added notes in Latin. MS may be fragment: lacks penitential psalms, litany, office of the dead, etc.",This description is based on the extensive work of Prof. James Marrow.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132476.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 18,"",,"France, Picardy",http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/7002890,France;Picardy,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,"","",Chy commenchent les eures de la crois|Book of Hours,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Discovered in the Grolier Club's files, September 2009.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: f. 1r-v; 175 x 134 mm.,Copied ca. 1460s.|Latin.|Contains the opening of the Short Hours of the Cross.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132477.xml
,,,digital-scriptorium,Q1501676,General Theological Seminary,"",10 Western,"",,Flanders,http://vocab.getty.edu/tgn/7024097,Flanders,"s. XV(2/4), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,"","","Book of Hours, use of Rome","","",,,,"",,,"","","","","","","Gold Scrolls Group, school of","","","","","","","","","","","",Latin,Q397,Latin,"Written in Flanders in the second quarter of the fifteenth century. A clipping accompanying the book from the GTS(?) Bulletin June 1968 says that Dr. John Plummer of the Pierpont Morgan Library identified the book as being from the School of the Master of the Golden Scrolls, active in Belgium, probably Bruges in the decade 1420-30, and suggests the addition of Saint Rupert in the calendar connects the book to Salzburg. Purchased by General Theological Seminary in 1968. Inhouse call number: LIT 1200 1420-1430.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-70; 208 x 143 mm.,"An inserted full page miniature is likely missing before f. 13.|Latin.|ff. 1-6v: Calendar; ff.7v-9v: Short Hours of the Cross; ff. 10v-12v: Short Hours of the Holy Spirit; ff. 13-20: Mass of the Virgin; ff.20v-45v: Hours of the Virgin; ff. 46v-56: Penitential Psalms and litany; ff. 67-70v: Obsecro Te, O intemerata (masculine forms).",We thank Gania Barlow for her description of this manuscript.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/gts/mets/ds_50_23_00148743.xml
,,,digital-scriptorium,Q1501676,General Theological Seminary,"",11 Western,"",,France,http://vocab.getty.edu/tgn/1000070,France,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,"","","Book of Hours, Sarum use","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin; English,Q1860;Q397,English;Latin,"Written in the third quarter of the fifteenth century in France for use in England. Apparently in the hands of English Protestants at some point in the s. XVI(2) (see notes on calendar). Obtained by General Theological Seminary from P.M. Barnard, as reported by De Ricci.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-198v; 98 x 70 mm.,"ff. 2-13v: Calendar, including partially cropped entires in later hand (s. XVI#^2#) for the deaths of Protestant martyrs Thomas Cranmer (21 March), and Hugh Latimer and Nicholas Ridley (16 October); ff. 14v-22v: Fifteen Oes of St. Brigit; ff. 23-68v: Hours of the Virgin; ff. 68v-87: Prayers to the Virgin, including Obsecro te and O intemerata (masculine forms); ff. 87-95v: Prayers to Christ; ff. 96-115: Penitential psalms, gradual psalms and litany; ff. 116v-144: Office of the Dead; ff. 145v-161v: Commendations of souls; ff. 162-164: Psalms of the Passion; ff. 164-182v: Psalter of St. Jerome; ff. 183-195: a second set of suffrages. Addded: ff. 196-197, prayers for the dead; ff. 197v-198, prayers in English for the days of the week.|Latin.",We thank Gania Barlow for her description of this manuscript.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/gts/mets/ds_50_23_00148744.xml
,,,digital-scriptorium,Q1501676,General Theological Seminary,"",04.C Western Documents,"",,"Italy, Latium",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7594274,Italy;Latium,"s. XVIII(2/4), 1725-1750",1725^1750,18,http://vocab.getty.edu/aat/300404512,true,,"","",Clemens PP. XII.|Concession of nobility,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 item; 663 x 877 mm.,"Parchment is damaged along folds.|This document was issued ""sub annulo piscatorio"" but there is no sign of a seal ever having been attached. It is signed by Cardinal Oliverius. It is a renewal of an older privilege. The recipient does not appear to be named in the document, but his name appears on the reverse side of the document in the hand of the scribe who wrote the document. Christophorus de Almeida was bishop of Perga in Pamphylia Secunda (in present-day Turkey) from 1735 until his death in 1760. See Hierarchia Catholica medii et recentioris aevi vol. 6 (Padua 1958) p. 333 fn. 2 for biographical information.|1 large capital, pen and ink. Rubric says ""Clemens Pp. XII"". There is a note in the lower lefthand corner by a second scribe, signed Felix and stamped, summarizing the content of the document and linking it to the papal register, folio 262. Dating clause locates it at Santa Maria Maggiore in Rome.|Latin.","We thank Per Stobaeus for kindly identifying the bishop, recipient of the papal bull; the description was prepared by Hannah Barker.",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/gts/mets/ds_50_23_00148745.xml
,,,digital-scriptorium,Q1501676,General Theological Seminary,"",12 Western,"",,Flanders,http://vocab.getty.edu/tgn/7024097,Flanders,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,"","","Book of Hours, Sarum use","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Written in Flanders in the third quarter of the fifteenth century for use in England. Early ownership by the family whose coat of arms appears on f. 23v, possibly the Barons Lovell as reported by the HMC and De Ricci; owned later by the Bowntyene family, possibly specifically Johane Bowntyene in the early sixteenth century, as reported by De Ricci; owned later (at least 1540-1568) by Anthony Bustard of Adderbury, near Oxford; the HMC report of 1885 records it among the manuscripts of Captain Josceline F. Bagot of Levens Hall; source and date of acquisition by General Theological Seminary unknown.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-213v; 225 x 160 mm.,"A supplement (BX 2080 A2 1450b Suppl.) contains a letter from Niels H. Sonne to the Reverend David Green at General Theological Seminary, dated 3 January 1986, including a photocopy of the Historical Manuscripts Commission report. The letter also describes a past query about GTS's acquisition of the manuscript, the reproduction of several of its illuminations for Christmas cards and for a library booklet, and Mr. Sonne's possession of slides of many of the illuminations.|Latin.|ff. 1-2 are blank flyleaves; ff. 3-14v: Calendar: the qualifier ""pape"" has been erased throughout, as have the entries for the octave, feast and translation of Thomas of Canterbury (5 January, 7 July, 29 December); ff. 15-22 : Prayers and suffrages; f. 23 blank; f. 23v: Full page coat of arms, possibly of the Barons Lovell; f. 24: Added prayer; ff. 24v-56v: Suffrages and prayers, including apparently inserted suffrage of Walter of Bierbeek; f. 57 blank; ff. 57v-98v: Hours of the Virgin; ff. 98v-109v: Prayers to the Virgin, including the O intemerata and the Obsecro te (masculine forms); ff. 110-120: Prayers to Christ; f. 121 blank; ff. 121v-135v: Changed Hours of the Virgin: Incipit officium beate marie virginis quod dicitur per totum adventum ff. 136-137v: Psalms 109-111; f. 138 blank; ff.138v-154v: Penitential psalms, gradual psalms (cues only for the first 12) and litany; f. 155 blank; ff. 155v-175v: Office of the Dead, Sarum use; ff. 176-178: The Athanasian Creed; ff. 178v-190v: Commendations of Souls; f. 191 blank; ff. 191v-196: Psalms of the Passion; ff. 196v-210: Psalter of Saint Jerome. Added, on ff. 211-213: Birth and death announcements of the Bustarde family of Adderbury village, near Oxford, beginning with the notice: here folowyth the day of the ages of all the chyldren of Anthony Bustarde and Jane Bustarde hys wife wich were married the 18 day of January Anno Domini 1540 in the yere of the reign of King Henry the eight the 31; followed by twelve birth notices and the death notice of Jane Bustarde.",We thank Gania Barlow for her description of this manuscript.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/gts/mets/ds_50_23_00148746.xml
