subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value,authorized_label_add,structured_value_add
San Gimignano (Italy)--History--15th century.,a--x--y,0,,Italy--San Gimignano;History;Fifteenth century,http://id.worldcat.org/fast/1206666;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,,
San Ginesio (Italy),a,0,http://id.loc.gov/authorities/names/n98045286,Italy--San Ginesio,http://id.worldcat.org/fast/1284272,,
San Martino a Farneto (Italy)--History--14th century.,a--x--y,0,,History;Fourteenth century,http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/933420,,
San Miniato (Italy)--Economic conditions.,a--x,0,,Italy--San Miniato;Economic conditions,http://id.worldcat.org/fast/1207349;http://id.worldcat.org/fast/1919582,,
San Miniato (Italy)--History--14th century.,a--x--y,0,,Italy--San Miniato;History;Fourteenth century,http://id.worldcat.org/fast/1207349;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/933420,,
San Miniato (Italy)--History--15th century.,a--x--y,0,,Italy--San Miniato;History;Fifteenth century,http://id.worldcat.org/fast/1207349;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,,
San Miniato (Italy)--History--16th century.,a--x--y,0,,Italy--San Miniato;History;Sixteenth century,http://id.worldcat.org/fast/1207349;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,,
San Miniato (Italy)--Politics and government--14th century.,a--x--y,0,,Italy--San Miniato;Politics and government;Fourteenth century,http://id.worldcat.org/fast/1207349;http://id.worldcat.org/fast/1919741;http://id.worldcat.org/fast/933420,,
San Miniato (Italy)--Rural conditions.,a--x,0,,Italy--San Miniato;Rural conditions,http://id.worldcat.org/fast/1207349;http://id.worldcat.org/fast/1101474,,
San Quirico d'Orcia (Italy)--History--14th century.,a--x--y,0,,Italy--San Quirico d'Orcia;History;Fourteenth century,http://id.worldcat.org/fast/1203309;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/933420,,
Santa Fiora (Italy)--History--16th century.,a--x--y,0,,Italy--Santa Fiora;History;Sixteenth century,http://id.worldcat.org/fast/1270360;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,,
Santo Domingo de la Calzada (Spain),a,0,http://id.loc.gov/authorities/names/n79064218,Spain--Santo Domingo de la Calzada,http://id.worldcat.org/fast/1205450,,
Sarteano (Italy)--History--16th century.,a--x--y,0,,Italy--Sarteano;History;Sixteenth century,http://id.worldcat.org/fast/1258047;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,,
"Satire, Latin.",a,fast,http://id.worldcat.org/fast/1105743,"Satire, Latin",http://id.worldcat.org/fast/1105743,,
"Satire, Latin--Criticism, Textual.",a--x,0,,"Satire, Latin;Criticism, Textual",http://id.worldcat.org/fast/1105743;http://id.worldcat.org/fast/883762,,
Satire.,a,fast,http://id.worldcat.org/fast/1105668,Satire,http://id.worldcat.org/fast/1726731,,
Satire.,a,0,http://id.loc.gov/authorities/subjects/sh85117645,Satire,http://id.worldcat.org/fast/1726731,,
Savigliano (Italy)--Economic conditions.,a--x,0,,Italy--Savigliano;Economic conditions,http://id.worldcat.org/fast/1275630;http://id.worldcat.org/fast/1919582,,
Savoy (France and Italy),a,0,http://id.loc.gov/authorities/subjects/sh85117772,Europe--Savoy,http://id.worldcat.org/fast/1310312,,
Saxony (Germany)--Politics and government--1423-1815.,a--x--y,0,http://id.loc.gov/authorities/subjects/sh85117828,Germany--Saxony;Politics and government,http://id.worldcat.org/fast/1233658;http://id.worldcat.org/fast/1919741,,
Scales (Weighing instruments),a,fast,http://id.worldcat.org/fast/1106323,Scales (Weighing instruments),http://id.worldcat.org/fast/1106323,,
Scales (Weighing instruments)--Early works to 1800.,a--v,0,,Scales (Weighing instruments);Early works,http://id.worldcat.org/fast/1106323;http://id.worldcat.org/fast/1411636,,
Scarperia (Italy)--History--15th century.,a--x--y,0,,Italy--Scarperia;History;Fifteenth century,http://id.worldcat.org/fast/1239426;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,,
"Schmalkaldic War, 1546-1547--Early works to 1800.",a--v,0,,Schmalkaldic War (1546-1547);Early works,http://id.worldcat.org/fast/1106837;http://id.worldcat.org/fast/1411636,,
Scholasticism.,a,fast,http://id.worldcat.org/fast/1106919,Scholasticism,http://id.worldcat.org/fast/1106919,,
Scholasticism.,a,0,http://id.loc.gov/authorities/subjects/sh85118248,Scholasticism,http://id.worldcat.org/fast/1106919,,
Scholasticism--Early works to 1800.,a--v,0,,Scholasticism;Early works,http://id.worldcat.org/fast/1106919;http://id.worldcat.org/fast/1411636,,
"Science, Medieval.",a,fast,http://id.worldcat.org/fast/1108803,"Science, Medieval",http://id.worldcat.org/fast/1108803,,
"Science, Medieval.",a,0,http://id.loc.gov/authorities/subjects/sh85118613,"Science, Medieval",http://id.worldcat.org/fast/1108803,,
Science.,a,fast,http://id.worldcat.org/fast/1108176,Science,http://id.worldcat.org/fast/1108176,,
Science--History--Early works to 1800.,a--x--v,0,,Science;History;Early works,http://id.worldcat.org/fast/1108176;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,,
Scyld (Legendary character),a,fast,http://id.worldcat.org/fast/1109937,Scyld (Legendary character),http://id.worldcat.org/fast/1109937,,
Scyld (Legendary character),a,0,http://id.loc.gov/authorities/subjects/sh2001010161,Scyld (Legendary character),http://id.worldcat.org/fast/1109937,,
Senigallia (Italy)--History.,a--x,0,,Italy--Senigallia;History,http://id.worldcat.org/fast/1208194;http://id.worldcat.org/fast/958235,,
Senigallia (Italy)--History--Early works to 1800.,a--x--v,0,,Italy--Senigallia;History;Early works,http://id.worldcat.org/fast/1208194;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,,
Seo de Urgel (Spain)--Church history.,a--x,0,,Spain--Seo de Urgel;Church history,http://id.worldcat.org/fast/1209979;http://id.worldcat.org/fast/1411629,,
Serfdom.,a,fast,http://id.worldcat.org/fast/1113076,Serfdom,http://id.worldcat.org/fast/1113076,,
Serfdom--England--History.,a--z--x,0,,Serfdom;England;History,http://id.worldcat.org/fast/1113076;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/958235,,
Serfs--Emancipation.,a--x,fast,http://id.worldcat.org/fast/1113089,Serfs--Emancipation,http://id.worldcat.org/fast/1113089,,
Serfs--Emancipation--England.,a--x--z,0,,Serfs--Emancipation;Liberty;England,http://id.worldcat.org/fast/1113089;http://id.worldcat.org/fast/997251;http://id.worldcat.org/fast/1219920,,
Sermoneta (Italy),a,0,http://id.loc.gov/authorities/names/nr94000947,Italy--Sermoneta,http://id.worldcat.org/fast/1267886,,
"Sermons, English.",a,fast,http://id.worldcat.org/fast/1113250,"Sermons, English",http://id.worldcat.org/fast/1113250,,
"Sermons, English (Middle)",a,fast,http://id.worldcat.org/fast/1113254,"Sermons, English (Middle)",http://id.worldcat.org/fast/1113254,,
"Sermons, English (Middle)",a,0,http://id.loc.gov/authorities/subjects/sh85120277,"Sermons, English (Middle)",http://id.worldcat.org/fast/1113254,,
"Sermons, English--16th century.",a--y,0,http://id.loc.gov/authorities/subjects/sh85120278,"Sermons, English;Sixteenth century",http://id.worldcat.org/fast/1113250;http://id.worldcat.org/fast/1119851,,
"Sermons, Italian.",a,0,http://id.loc.gov/authorities/subjects/sh85120284,"Sermons, Italian",http://id.worldcat.org/fast/1113278,,
"Sermons, Italian.",a,fast,http://id.worldcat.org/fast/1113278,"Sermons, Italian",http://id.worldcat.org/fast/1113278,,
"Sermons, Latin.",a,fast,http://id.worldcat.org/fast/1113283,"Sermons, Latin",http://id.worldcat.org/fast/1113283,,
"Sermons, Latin.",a,0,http://id.loc.gov/authorities/subjects/sh85120287,"Sermons, Latin",http://id.worldcat.org/fast/1113283,,
"Sermons, Latin--Early works to 1800.",a--v,0,http://id.loc.gov/authorities/subjects/sh2008111555,"Sermons, Latin;Early works",http://id.worldcat.org/fast/1113283;http://id.worldcat.org/fast/1411636,,
"Sermons, Latin--Early works to 1800.",a--v,0,,"Sermons, Latin;Early works",http://id.worldcat.org/fast/1113283;http://id.worldcat.org/fast/1411636,,
"Sermons, Spanish.",a,fast,http://id.worldcat.org/fast/1113306,"Sermons, Spanish",http://id.worldcat.org/fast/1113306,,
"Sermons, Spanish--Early works to 1800.",a--v,0,,"Sermons, Spanish;Early works",http://id.worldcat.org/fast/1113306;http://id.worldcat.org/fast/1411636,,
Sermons.,a,fast,http://id.worldcat.org/fast/1113216,Sermons,http://id.worldcat.org/fast/1423904,,
Serravalle Pistoiese (Italy)--History.,a--x,0,,Italy--Serravalle Pistoiese;History,http://id.worldcat.org/fast/1292676;http://id.worldcat.org/fast/958235,,
Service books (Music)--Catholic Church.,a--x,fast,http://id.worldcat.org/fast/1767755,Service books (Music)--Catholic Church,http://id.worldcat.org/fast/1767755,,
Service books (Music)--Catholic Church--Early works to 1800.,a--x--v,0,,Service books (Music)--Catholic Church;Catholic Church;Early works,http://id.worldcat.org/fast/1767755;http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1411636,,
Service books (Music)--Catholic Church--Specimens.,a--x--v,0,,Service books (Music)--Catholic Church;Catholic Church;Specimens,http://id.worldcat.org/fast/1767755;http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1423861,,
Sette Comuni (Italy)--History.,a--x,0,,Italy--Sette Comuni;History,http://id.worldcat.org/fast/1240419;http://id.worldcat.org/fast/958235,,
Sette Comuni (Italy)--Privileges and immunities.,a--x,0,,Italy--Sette Comuni;Privileges and immunities,http://id.worldcat.org/fast/1240419;http://id.worldcat.org/fast/1774297,,
Sette Comuni (Italy)--Statutes.,a--x,0,,Italy--Sette Comuni;Statutes,http://id.worldcat.org/fast/1240419;http://id.worldcat.org/fast/1132185,,
Shipbuilding.,a,fast,http://id.worldcat.org/fast/1116224,Shipbuilding,http://id.worldcat.org/fast/1116224,,
Shipbuilding--Italy--Venice--Early works to 1800.,a--z--z--v,0,,Shipbuilding;Italy--Venice;Early works,http://id.worldcat.org/fast/1116224;http://id.worldcat.org/fast/1204473;http://id.worldcat.org/fast/1411636,,
Šibenik (Croatia),a,0,http://id.loc.gov/authorities/names/n83033161,Croatia--Šibenik,http://id.worldcat.org/fast/1224473,,
Sibyls--Early works to 1800.,a--v,0,,,,Sibyls;Early works,http://id.worldcat.org/fast/1118018;http://id.worldcat.org/fast/1411636
"Sicily (Italy)--History, Military.",a--x,0,,"Italy--Sicily;History, Military",http://id.worldcat.org/fast/1204499;http://id.worldcat.org/fast/1353231,,
Sicily (Italy)--History.,a--x,0,http://id.loc.gov/authorities/subjects/sh85122245,Italy--Sicily;History,http://id.worldcat.org/fast/1204499;http://id.worldcat.org/fast/958235,,
Sicily (Italy)--History--1282-1409.,a--x--y,0,http://id.loc.gov/authorities/subjects/sh85122251,Italy--Sicily;History,http://id.worldcat.org/fast/1204499;http://id.worldcat.org/fast/958235,,
Sicily (Italy)--History--15th-18th centuries.,a--x--y,0,http://id.loc.gov/authorities/subjects/sh85122252,Italy--Sicily;History;Fifteenth century;Sixteenth century;Seventeenth century;Eighteenth century,http://id.worldcat.org/fast/1204499;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1113663;http://id.worldcat.org/fast/904058,,
Sieges.,a,fast,http://id.worldcat.org/fast/1118188,Sieges,http://id.worldcat.org/fast/1118188,,
Sieges--Early works to 1800.,a--v,0,,Sieges;Early works,http://id.worldcat.org/fast/1118188;http://id.worldcat.org/fast/1411636,,
Sieges--Italy--Ancona.,a--z--z,0,,Sieges;Italy--Ancona,http://id.worldcat.org/fast/1118188;http://id.worldcat.org/fast/1207342,,
Siena (Italy : Province)--Church history.,a--x,0,,Italy--Siena (Province);Church history,http://id.worldcat.org/fast/1330757;http://id.worldcat.org/fast/1411629,,
Siena (Italy)--Economic conditions.,a--x,0,,Italy--Siena;Economic conditions,http://id.worldcat.org/fast/1204409;http://id.worldcat.org/fast/1919582,,
Siena (Italy)--History.,a--x,0,http://id.loc.gov/authorities/subjects/sh85122339,Italy--Siena;History,http://id.worldcat.org/fast/1204409;http://id.worldcat.org/fast/958235,,
Siena (Italy)--History--12th century.,a--x--y,0,,Italy--Siena;History;Twelfth century,http://id.worldcat.org/fast/1204409;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1159791,,
Siena (Italy)--History--1355-1557.,a--x--y,0,http://id.loc.gov/authorities/subjects/sh2002003761,Italy--Siena;History,http://id.worldcat.org/fast/1204409;http://id.worldcat.org/fast/958235,,
Siena (Italy)--History--13th century.,a--x--y,0,,Italy--Siena;History;Thirteenth century,http://id.worldcat.org/fast/1204409;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1150138,,
Siena (Italy)--History--14th century.,a--x--y,0,,Italy--Siena;History;Fourteenth century,http://id.worldcat.org/fast/1204409;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/933420,,
Siena (Italy)--History--15th century.,a--x--y,0,,Italy--Siena;History;Fifteenth century,http://id.worldcat.org/fast/1204409;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,,
Siena (Italy)--History--16th century.,a--x--y,0,,Italy--Siena;History;Sixteenth century,http://id.worldcat.org/fast/1204409;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,,
Siena (Italy)--History--16th century--Sources.,a--x--y--x,0,,Italy--Siena;History;Sixteenth century;Sources,http://id.worldcat.org/fast/1204409;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,,
Silk industry.,a,fast,http://id.worldcat.org/fast/1118746,Silk industry,http://id.worldcat.org/fast/1118746,,
Silk industry--Italy--History.,a--z--x,0,,Silk industry;Italy;History,http://id.worldcat.org/fast/1118746;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235,,
Simony.,a,fast,http://id.worldcat.org/fast/1119115,Simony,http://id.worldcat.org/fast/1119115,,
Simony--Early works to 1800.,a--v,0,,Simony;Early works,http://id.worldcat.org/fast/1119115;http://id.worldcat.org/fast/1411636,,
Sin--Christianity--Early works to 1800.,a--x--v,0,,,,Sin--Christianity;Christianity;Early works,http://id.worldcat.org/fast/1752314;http://id.worldcat.org/fast/859599;http://id.worldcat.org/fast/1411636
Singing--Instruction and study.,a--x,fast,http://id.worldcat.org/fast/1119319,Singing--Instruction and study,http://id.worldcat.org/fast/1119319,,
Singing--Instruction and study--Early works to 1800.,a--x--v,0,http://id.loc.gov/authorities/subjects/sh2010113146,Singing--Instruction and study;Early works,http://id.worldcat.org/fast/1119319;http://id.worldcat.org/fast/1411636,,
Skepticism.,a,fast,http://id.worldcat.org/fast/1119940,Skepticism,http://id.worldcat.org/fast/1119940,,
Skepticism--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2010113196,Skepticism;Early works,http://id.worldcat.org/fast/1119940;http://id.worldcat.org/fast/1411636,,
Slavery.,a,fast,http://id.worldcat.org/fast/1120426,Slavery,http://id.worldcat.org/fast/1120426,,
Slavery--Guatemala.,a--z,0,,Slavery;Guatemala,http://id.worldcat.org/fast/1120426;http://id.worldcat.org/fast/1205154,,
Slavery--Guyana.,a--z,0,,Slavery;Guyana,http://id.worldcat.org/fast/1120426;http://id.worldcat.org/fast/1208722,,
Solar system--Early works to 1800.,a--v,0,,,,Solar system;Early works,http://id.worldcat.org/fast/1244288;http://id.worldcat.org/fast/1411636
Soldiers.,a,fast,http://id.worldcat.org/fast/1125233,Soldiers,http://id.worldcat.org/fast/1125233,,
Soldiers--France--History--14th century.,a--z--x--y,0,,Soldiers;France;History;Fourteenth century,http://id.worldcat.org/fast/1125233;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/933420,,
"Songs, Italian.",a,fast,http://id.worldcat.org/fast/1126381,"Songs, Italian",http://id.worldcat.org/fast/1126381,,
"Songs, Italian.",a,0,http://id.loc.gov/authorities/subjects/sh85125081,"Songs, Italian",http://id.worldcat.org/fast/1126381,,
"Sonnets, Italian.",a,0,http://id.loc.gov/authorities/subjects/sh85125252,"Sonnets, Italian",http://id.worldcat.org/fast/1126654,,
"Sonnets, Italian.",a,fast,http://id.worldcat.org/fast/1126654,"Sonnets, Italian",http://id.worldcat.org/fast/1126654,,
Soul.,a,fast,http://id.worldcat.org/fast/1432098,Soul,http://id.worldcat.org/fast/1432098,,
Soul--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008112089,Soul;Early works,http://id.worldcat.org/fast/1432098;http://id.worldcat.org/fast/1411636,,
Spain.,a,fast,http://id.worldcat.org/fast/1204303,Spain,http://id.worldcat.org/fast/1204303,,
Spain--Aragon.,a--z,fast,http://id.worldcat.org/fast/1227604,Spain--Aragon,http://id.worldcat.org/fast/1227604,,
Spain--Church history--15th century.,a--x--y,0,,Spain;Church history;Fifteenth century,http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1411629;http://id.worldcat.org/fast/923962,,
Spain--Colonies--America--Administration--Early works to 1800.,a--x--z--x--v,0,,Spain;Colonies;America;Administration,http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/868456;http://id.worldcat.org/fast/1239786;http://id.worldcat.org/fast/1351613,,
Spain--Foreign relations--1516-1700.,a--x--y,0,http://id.loc.gov/authorities/subjects/sh85126057,Spain;International relations,http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/977053,,
