title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label
Cāturmāsyavratanirṇaya,चातुर्मास्यव्रतनिर्णय,Puranas,,Puranas
Causae juridicae,,,,Causae juridicae
Cecco di Nardo deed,,,,Deed
Cenni Pagliaiolo power of attorney,,,,Power of attorney
Certain astrological and astronomical figures,,,,Astronomy
Chāgalakṣaṇapariśiṣṭa,छागलक्षणपरिशिष्ट,Kātyāyanaśrautasūtra,,Kātyāyanaśrautasūtra
Chāndogya,छान्दोग्य,Upanishads,,Upanishads
Chāndogyaṣaṣṭha,छान्दोग्यषष्ठ,Upanishads,,Upanishads
Chāndogya upaniṣad,छान्दोग्य उपनिषद्,Upanishads,,Upanishads
Chāndogyopaniṣad,छान्दोग्योपनिषद्,Upanishads,,Upanishads
Chand risālah dar ḥisāb va hayʼāt,١ند رساله در حساب و هيئات.,,,On accounting and commissions
Chant book,,,,Chant book
Charles VIII decree,,,,Decree
Charter,,,,Charter
"Charter, England",,,,Charter
"Charter, Poughley Priory",,,,Charter
Charter (in English),,,,Charter
Charter (in French),,,,Charter
"Charter and expenses, 1666 February 19, for the Royal Hospital in Dublin",,,,Charter
Charter granting a dowry to his daughter,,,,Charter
"Charter granting land in the village of Bentley, Suffolk, England, from Hugh Talemache to Richard de Coppedoc",,,,Land grant
Charter granting seigneurial rights to Raimundus Berengarius and his wife Dulcia,,,,Charter
Chart of Consanguinity; Schwabenspiegel Landrecht (Common Law of the Swabians),,,,Chart of consanguinity;Schwabenspiegel landrecht
Chaweng shi,槎翁詩 :,Poems,,Poems
Checca Serotini power of attorney,,,,Power of attorney
Chester mystery cycle,,Chester plays,,Chester plays
Chiarini correspondence,,,,Letters
Choir book,,,,Choir book
"Choir Book, Gradual",,,,Choir book;Gradual
Choirbook leaf fragment,,,,Choirbook
Choirbook leaf fragment decorated with monastery and two figures,,,,Choirbook
Choirbook leaf with hymn dedicated to Saint Hilarion,,,,Choir book
Choir books,,,,Choir book
Choir breviary,,,,Breviary
Choir psalter,,,,Psalter
Choir psalter; Hymnal,,,,Choir psalter;Hymnal
Choir psalter and Hymnal,,,,Choir psalter;Hymnal
Choir psalter gatherings,,,,Psalter
"Chomincia lo libro di lamore di troiolo & da chriseida, Capitulum primum",,,,Filostrato
"Chomincia lo libro di lamore di troiolo & da chriseida, Capitulum primum,",,,,Filostrato
Chōsen hachidō no zu /,朝鮮八道之圖　/,,,Chōsen hachidō no zu
Chōsen hachidō no zu /,朝鮮八道之圖　/,,,Chōsen hachidō no zu
Chrestomathy of Latin authors,,,,Chrestomathy of latin authors
Chronica de la edificatione et destructione del Cassaro Anconitano...etc. /,,,,Chronica de la edificatione et destructione
Chronica de rebus Glastoniensis,,Cronica,,Chronica de rebus Glastoniensis
Chronica summorum pontificum et imperatorum romanorum (Chronicle of Popes and Emperors),,,,Chronica summorum pontificum et imperatorum romanorum
Chronici canones,,,,Chronici canones
Chronicle,,,,Chronicle
"Chronicle, Dominican",,,,Chronicle
Chronicle fragments (Fragment Kenneth Spencer Research Library. MS P579),,,,Chronicles
Chronicle of England,,,,Chronicle of England
Chronicle of popes and emperors,,,,Chronicle
"Chronicle of the History of the World from Creation to Woden, with a Genealogy of Edward IV",,,,Chronicle
Chronicles,,,,Chronicles
Chronique anonyme universelle,,,,Chronicle
Chroniques (Book I),,,,Chronicle
Chujoryū sanzen sango no sho,中條流産前産後之書.,,,Chujoryū sanzen sango no sho
Chujoryū sanzen sango no sho,中條流産前産後之書.,,,Chujoryū sanzen sango no sho
Chur Psalter,,,,Psalter
Chy commenchent les eures de la crois,,,,Book of hours
Cicero Rhetorica,,Rhetorica ad Herennium.,,Rhetorica ad Herennium
Cintāmaṇi,चिन्तामणि,Tattvacintāmaṇi,,Tattvacintāmaṇi
Cistercian Breviary,,Breviary (Cistercian),,Breviary
Cistercian liturgical psalter,,,,Psalter
Cistercian Missal leaf,,Missal,,Missal
Cistercian psalter,,,,Psalter
Citradīpa,चित्रदीप,Pañcadaśī,,Pañcadaśī
Città di Castello authorization of sale,,,,Authorization of sale
Città di Castello authorization of sale,,,,Authorization of sale
Cittyupaniṣad,चित्त्युपनिषद्,Aranyakas,,Aranyakas
Cityupaniṣad,चित्युपनिषद्,Aranyakas,,Aranyakas
Ciulla Casini power of attorney,,,,Power of attorney
"Civil Law: Justinian, Digests, Liber XXVII",,,,Digests
Civil Law material,,,,Civil law
Claves sacre scripture,,,,Claves sacre scripture
Coat of arms,,,,Coat of arms
Codex,,,,Codex
"Codex, Liber Sextus",,,,Codex
Codex Math,,,,Codex Math
Collationes patrum,,,,Lives of the Fathers
"Collationes XXIV, incomplete",,,,Collationes
Collation of L'ethica d'Aristotile ridotta in compendio,,,,Nicomachean Ethics
Collectanea opusculorum eruditorum et historicorum,,,,Collectanea opusculorum eruditorum et historicorum
Collectarium,,,,Collectarium
Collectio Dionysio-Hadriana,,,,Collectio Dionysio-Hadriana
Collection of administrative documents,,,,Documents
Collection of alphabets and encoded correspondence,,,,Collection of alphabets
Collection of Arabic commentaries and glosses,,,,Arabic commentaries
Collection of Arabic poems,,,,Arabic poems
Collection of Arabic poems and miscellany,,,,Arabic poems
Collection of Arabic stories and sayings,,,,Arabic stories
Collection of Arabic tales,,,,Arabic stories
Collection of Arabic texts,,,,Arabic texts
Collection of Arabic texts in three fragments,,,,Arabic texts
Collection of Arabic texts on Hanafite Islamic law,,,,Texts on Islamic law
Collection of Arabic texts on Islamic inheritance law,,,,Texts on Islamic law
Collection of Arabic texts on the Qurʼān,,,,Texts on the Qurʼan
Collection of Arabic texts on the Qurʼān,,,,Texts on the Qurʼan
Collection of astronomical texts,,,,Astronomy
Collection of biographies of illustrious men,,,,Biography
Collection of documents,,,,Collection of documents
Collection of documents concerning inheritance,,,,Collection of documents
"Collection of documents from Abbaye Saint-Sulpice-en-Bugey, mostly relating to the foundation of Abbaye de Chassagne-en-Bresse",,,,Documents
Collection of French poetry,,,,Collection of poetry
Collection of hymns and antiphons,,,,Collection of hymns;Collection of antiphons
Collection of ijāzahs,,,,Ijāzah
Collection of Islamic law texts,,Works.,اعمال.,Texts on Islamic law
"Collection of laws, edicts, and proclamations",,,,Collection of laws
Collection of laws for the use of the Podestà di Rovigo,,,,Collection of laws
Collection of laws for the use of the Podestà di Rovigo,,,,Collection of laws
Collection of notarial documents,,,,Notarial documents
Collection of pastoral works,,,,Pastoral miscellany
Collection of Persian poetry,,,,Persian poetry
Collection of Persian poetry],,,,Persian poetry
Collection of Persian poetry and stories,,,,Persian poetry and stories
Collection of Persian poetry and stories],,,,Persian poetry and stories
Collection of prayers,,,,Prayers
Collection of prayers],,,,Prayers
Collection of prayers and selections from the Qurʼān,,,,Qurʼan
Collection of prayers and selections from the Qurʼān,,,,Qurʼan
Collection of religious and theological treatises,,,,Theological texts
Collection of religious and theological treatises /,,,,Theological texts
Collection of stories in Hindustani,,,,Collection of stories in Hindustani
Collection of stories in Hindustani.,,,,Collection of stories in Hindustani
Collection of Sufi writings and prayers,,,,Sufi writings and prayers
Collection of Sufi writings and prayers],,,,Sufi writings and prayers
Collection of texts by Muḥammad ibn Sālim al-Ḥifnī,,Works.,اعمال.,Arabic texts
Collection of texts on the calendar,,,,Collection of texts on the calendar
"Collection of theological works by Robert Holcot, William Woodford, Franciscus de Mayronis and others",,,,Theological miscellany
Collection of treatises on Sufism and Islam,,,,Treatises on Sufism and Islam
Collection of treatises on Sufism and Islam],,,,Treatises on Sufism and Islam
Collection of works by Aristotle and commentaries on Aristotle's works,,,,Philosophy;Works of Aristotle
Collection of works on Arabic grammar,,,,Works on Arabic grammar
Collection of works on Arabic grammar],,,,Works on Arabic grammar
Collection of works on astronomy and astronomical instruments,,,,Works on astronomy and astronomical instruments
Collection of works on astronomy and astronomical instruments],,,,Works on astronomy and astronomical instruments
"Collections of excerpts, including Liber scintillarum by Defensor of Ligugé",,,,Liber scintillarum
"Collections of excerpts, including Liber scintillarum by Defensor of Ligugé",,,,Liber scintillarum
Comediae,,,,Comediae
Comitis Gabutii de Montealbodio juveniles & amatoriae epistolae,,,,Letters
Commentaria ad Rhetoricam Ciceronis,,,,Explanationes in Ciceronis Rhetoricam
Commentaria super praedicamenta Aristotelis,,,,"Commentary on Aristotle, Categories;Categories"
Commentaries on Acts of the Apostles,,,,Commentary on Acts;Acts
Commentaries on Aristotle,,,,Commentary on Aristotle
Commentaries on Aristotle and Porphyry,,,,Commentary on Aristotle;Commentary on Porphyry
Commentaries on canon law,,Corpus juris canonici,,Corpus juris canonici
Commentaries on De generatione et corruptione and Meteorologica,,,,Commentary on De generatione et corruptione;Commentary on Meteorologica
Commentaries on Peter Lombard,,,,Commentaries on Lombard
Commentaries on the De generatione et corruptione and Analytica,,,,Commentary on De generatione et corruptione;Commentary on Analytica
Commentarii in Libros VIII Aristotelis de Physica,,,,Commentarii Aristotelis de Physica
Commentarii in Politicorum Aristotelis libris,,,,"Commentary on Aristotle, Politics;Politics"
Commentariorum in Matthaeum Libri Octo,,,,Commentary on Matthew;Gospel of Matthew
Commentarium Biblicum,,,,Biblical commentary
Commentarius cum quaestionibus in universam Aristotelis philosophiam naturalem,,,,Commentarius cum quaestionibus in universam Aristotelis philosophiam naturalem
Commentarius in Ezechielem prophetam,,,,Commentary on Ezekiel;Ezekiel
Commentarius In Sphaeram Joannis de Sacrobosco,,,,Commentarius In Sphaeram
Commentary,,,,Commentary
"Commentary, Daniel 2:12-31, sections 8-11",,,,Commentary on Daniel;Daniel
"Commentary, literary or historical",,,,Commentary
"Commentary, Luke",,,,Commentary on Luke;Gospel of Luke
"Commentary, Matthew 8:1-4",,,,Commentary on Matthew;Gospel of Matthew
"Commentary, Psalms 136:7 - 137:4; Psalms 138:21 - 139:6",,,,Commentary on Psalms;Psalms
Commentary on Andria and Eunuch,,,,Commentary on Andria;Commentary on Eunuch
"Commentary on Aristotle, Analytica Priora (?)",,,,"Commentary on Aristotle, Prior Analytics;Prior Analytics"
Commentary on Canon Law: Chapter V (De Libellis Famosis),,,,Commentary on canon law
Commentary on Canon Law (dealing with the Mendicants),,,,Commentary on canon law
Commentary on Civil Law,,,,Commentary on civil law
Commentary on Genesis and 1-2 Kings,,,,Commentary on Genesis;Commentary on Kings;Genesis;Kings
Commentary on John 3:12-13,,,,Commentary on John;Gospel of John
Commentary on Luke 9:32-38,,,,Commentary on Luke;Gospel of Luke
Commentary on Psalm 82:10-13,,,,Commentary on Psalms;Psalms
Commentary on Romans 3-4,,,,Commentary on Romans;Epistles
Commentary on the altar at the temple,,,,Miniature
Commentary on the Apocalypse 16:1-3,,,,Commentary on Apocalypse;Apocalypse
Commentary on the Clementines,,,,Commentary on Corpus Juris Canonici
Commentary on the Doctrinale puerorum,,,,Commentary on the doctrinale puerorum
Commentary on the Ephemerides of Regiomontanus,,,,Commentary on the Ephemerides;Ephemerides
Commentary on the Ethica Nicomachea,,,,Commentary on Nichomachean Ethics
Commentary on the Liber Sextusof Boniface VIII,,,,Commentary on Liber Sextus
Commentary on the Lord's Prayer,,,,Commentary on the Lord's prayer
Commentary on the Pauline Epistles,,,,Commentary on Epistles;Epistles
Commentary on the Sentences of Peter Lombard,,,,Commentary on the Sentences
"Commentary or Homilies, John 21",,,,Commentary on John;Gospel of John;Homilies
Commission,,,,Commission
Commonplace book and recipe book,,,,Commonplace book;Recipe book
Communal Constitution,,,,Communal constitution
Comoediae,,,,Comedies
Compendio delle istorie di Pisa,,,,Compendio delle istorie di Pisa
"Compendiosa conjurationis nitrati pulveris narratio, a Jesuitis eorumque sequacibus in Britannia contra Regis, Regnique salutem machinata et fabricata",,,,Narrative of a Catholic plot against the Protestant monarch
Compendium historiae in genealogia Christi,,,,Compendium historiae in genealogia Christi
"Compendium historiae in genealogia Christi, incomplete /",,,,Compendium historiae in genealogia Christi
Compendium historiae in genealogia Christi (Historical Compendium of the Genealogy of Christ),,,,Compendium historiae in genealogia Christi
"Compendium historiae in genealogia christi (Historical compendium of the genealogy of Christ), with a treatise on the candelabrum",,,,Compendium historiae in genealogia christi;treatise on the candelabrum
Compendium historiae in genealogia Christi (The Compendium of History in the Genealogy of Christ); Explanation of the Wheel of Sevens,,,,Compendium historiae in genealogia Christi;explanation of the Wheel of Sevens
Compendium in Cantica canticorum,,,,Compendium in Cantica canticorum
Compendium iuris canonici,,,,Compendium iuris canonici
Compendium logicae (Compendium of logic),,,,Compendium logicae
Compendium moralitatum,,,,Compendium moralitatum
Compendium of legal texts,,,,Compendium of legal texts
Compendium of Logic,,,,Logic
Compendium religiosi vivendi,,,,Compendium religiosi vivendi
Compendium sensus litteralis totius Sacrae Scripturae,,,,Compendium sensus litteralis totius Sacrae Scripturae
Compendium theologicae veritatis,,,,Compendium theologicae veritatis
Compendium theologicae veritatis /,,,,Compendium theologicae veritatis
Complaint,,,,Complaint
Complementum in partem III Summae S. Thomae de Aquino (Complement to the third part of the Summae of St. Thomas Aquinas),,,,Complementum in partem III summae S. Thomae de Aquino
Compte des biens rentes et revenues de le livree du commun des chapellains de l'eglise Saint Ame en Douay,,,,Common book
Comptes Adrien de le Borve,,,,Accounts
Computus Cirometralis,,Ars computistica,,Ars computistica
"Concerning the Nature of the Authority, Jurisdiction, or Governing Power truly Inherent in the Apostolical Vicars in England",,,,Treatise on the authority of vicars
Concini family papers,,,,Family documents
Condition of Obligation,,,,Condition of obligation
"Conditions of the Sale of d'Aywiers Abbey, 1791 November 7",,,,Conditions of sale
"Conditions of the Sale of d'Aywiers Abbey, 1791 November 7]",,,,Conditions of sale
Confessio amantis,,,,Confessio amantis
Confessionale,,Defecerunt scrutantes scrutinio,,Confessionale
Confessione generale,,,,Confessione generale
Confirmation,,,,Confirmation
Confirmation of grants,,,,Grant
Confirmation of sale,,,,Sale
"Confutatio libelli Philippi Melanchtonis cuius titulus est De officio principum, quod mandatum dei praecipiat eis tollere abusus ecclesiasticos /",,,,Confutatio libelli Philippi Melanchtonis cuius titulus est De officio principum
Consejo de Inquisición (Spain) genealogy for Bartholome Escola,,,,Spanish Inquisition
Consejo de Inquisición (Spain) genealogy for Bartholome Escola,,,,Spanish Inquisition
Consejo de Inquisición (Spain) genealogy for Marçal Traveria,,,,Spanish Inquisition
Consejo de Inquisición (Spain) genealogy for Marçal Traveria,,,,Spanish Inquisition
Consejo de Inquisición (Spain) genealogy for Miguel Ros Pelayre,,,,Spanish Inquisition
Consejo de Inquisición (Spain) genealogy for Miguel Ros Pelayre,,,,Spanish Inquisition
Consilium,,,,Consilium
Consilium generale decision,,,,Decision
Consilium generale grant of plenary power,,,,Grant
Consilium generale legal document,,,,Legal documents
Consilium notarial document,,,,Notarial documents
Constitution and rules,,,,Constitution and rules
Constitutiones clementinae (Clementine constitutions),,,,Constitutiones clementinae
Constitutiones fratrum celestinorum provincie gallicaneae,,,,Monastic constitutions
Constitutiones nonnullae magnificae communitatis Parmae /,,,,Constitutiones nonnullae magnificae communitatis
Constitutiones provinciales,,,,Constitutiones provinciales
Contemplations of the dread and love of God ... etc,,Contemplations of the dread and love of God.,,Contemplations of the dread and love of God
Contra Appionem,,,,Against Apion
Contract,,,,Contracts
Contracti inter particulas personas,,,,Contracts
Contra impedimiam,,,,Contra impedimiam
Contra Iulianum,,Contra Julianum,,Argument
Contratti de beni di Firenze della famiglia Concini,,,,Contracts
Conventio inter rectores ospitalis civitatis placentie et D. Antonium Francescum Finellum,,,,Agreement
"Conveyance of land in Great Dunmow to Richard Phillips, 1659",,,,Conveyance of land
"Conveyance of lands to Thomas Jackson, 1635 April 18",,,,Conveyance of land
Cookery book,,De re coquinaria.,,De re coquinaria
Copia schedula,,,,Copia schedula
Copies of documents pertaining to the Ospedale della Misericordia in Lucca,,,,Documents
Copies of documents relating to water rights in Milan,,,,Documents
Coppetto Coppetti power of attorney,,,,Power of attorney
Coptic (from an Egyptian mummy case),,,,Coptic fragment
Coptic-Arabic glossary,,,,Coptic-Arabic glossary
Coptic-Arabic glossary],,,,Coptic-Arabic glossary
Coptic hymns and prayers,,,,Coptic hymns and prayers
Coptic hymns and prayers.,,,,Coptic hymns and prayers
