title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label,authorized_label_add,authorized_label_add2
Lakṣmīsūktabhāṣya,लक्ष्मीसूक्तभाष्य,,,,,Lakṣmīsūktabhāṣya
Lalitānityāka,ललितानित्याक,Tantras,,,Tantras,
Lalitāpūjā,ललितापूजा,,,,,Lalitāpūjā
Lalitāsahasranāma,ललितासहस्रनाम,,,,,Lalitāsahasranāma
Lalitāsahasranāmāvali,ललितासहस्रनामावलि,,,,,Lalitāsahasranāmāvali
Laukikaviṣayatāvāda,ळौकिकविषयतावाद,,,,,Laukikaviṣayatāvāda
Laṭakamelakaprahasana,लटकमेलकप्रहसन,,,,,Laṭakamelakaprahasana
Liṅgapratiṣṭhāvidhi,लिङ्गप्रतिष्ठाविधि,,,,,Liṅgapratiṣṭhāvidhi
Liṅgayātrā,लिङ्गयात्रा,,,,,Liṅgayātrā
Liṅgopahitalaiṅgikabhānavicāra,लिङ्गोपहितलैङ्गिकभानविचार,,,,,Liṅgopahitalaiṅgikabhānavicāra
Liṅgānuśāsana,लिङ्गानुशासन,Siddhāntakaumudī,,,Siddhāntakaumudī,
Liṅgānuśāsanavṛtti,लिङ्गानुशासनवृत्ति,Siddhāntakaumudī,,,Siddhāntakaumudī,
Lomaśasaṃhitā,लोमशसंहिता,,,,,Lomaśasaṃhitā
Līlāvatī,लीलावती,,,Līlāvatī,,
MImāṃsāparibhāṣā,मीमांसापरिभाषा,,,,,MImāṃsāparibhāṣā
Madanagopāladhyāna,मदनगोपालध्यान,Tantras,,,Tantras,
Madhyasiddhāntakaumudī,मध्यसिद्धान्तकौमुदी,,,,,Madhyasiddhāntakaumudī
Madhyasiddhāntakaumudī,मध्यसिद्धान्तकौमुदी,Laghusiddhāntakaumudī,,,Laghusiddhāntakaumudī,
Magician's augury,,,,,,Magician's augury
Mahimna,महिम्न,Mahimnaḥstava,,,Mahimnaḥstava,
Mahimnastotra,महिम्नस्तोत्र,Mahimnaḥstava,,,Mahimnaḥstava,
Mahimnastotra,महिम्नस्तोत्र,,,,,Mahimnastotra
Mahimnaḥstava,महिम्नःस्तव,,,,,Mahimnaḥstava
Mahimnākhyastotra,महिम्नाख्यस्तोत्र,,,,,Mahimnākhyastotra
Mahistotravivṛtti,महिस्तोत्रविवृत्ति,,,,,Mahistotravivṛtti
Mahiṣīdānaprayoga,महिषीदानप्रयोग,,,,,Mahiṣīdānaprayoga
Mahābhārata,महाभारत,Mahābhārata,महाभारत,,Mahābhārata,
Mahābhārata,महाभारत,Mahābhārata,,,Mahābhārata,
Mahābhārata udyogaparva,महाभारत उद्योगपर्व,Mahābhārata,महाभारत,,Mahābhārata,
Mahābhārata. Bhīṣmaparva,महाभारत. भीष्मपर्व,Mahābhārata,महाभारत,,Mahābhārata,
Mahābhārataśāntiparvatṛtīyapaṭala,महाभारतशान्तिपर्वतृतीयपटल,Mahābhārata,महाभारत,,Mahābhārata,
Mahābhāṣya,महाभाष्य,,,,,Mahābhāṣya
Mahādaśāntardaśāvidaśopadaśāphala,महादशान्तर्दशाविदशोपदशाफल,,,,,Mahādaśāntardaśāvidaśopadaśāphala
Mahādāna,महिषीदान,,,,,Mahādāna
Mahāgaṇapataye namaḥ,महागणपतये नमः,,,,,Mahāgaṇapataye namaḥ
Mahāgaṇapatimantra,,,,,,Mahāgaṇapatimantra
Mahāgaṇapatistotra,महागणपतिस्तोत्र,,,,,Mahāgaṇapatistotra
Mahākālīmāna,महाकालीमान,,,,,Mahākālīmāna
Mahālakṣmīhṛdayastotra,,Atharvaṇarahasya,,,Atharvaṇarahasya,
Mahālakṣmīstotra,महालक्ष्मीस्तोत्र,,,,,Mahālakṣmīstotra
Mahārudrajapavidhāna,महारुद्रजपविधान,,,,,Mahārudrajapavidhāna
Mahāsarasvatīdhāraṇāstotra,महासरस्वतीधारणास्तोत्र,,,,,Mahāsarasvatīdhāraṇāstotra
Mahāsaṃkalpa,महासंकल्प,,,,,Mahāsaṃkalpa
Mahāsthānavaibhava,महास्थानवैभव,,,,,Mahāsthānavaibhava
Mahāvākya,वाक्यवृत्ति,,,,,Mahāvākya
Mahāvākyagāyatrīcathurthapāda,महावाक्यगायत्रीचथुर्थपाद,,,,,Mahāvākyagāyatrīcathurthapāda
Mahāvākyaratnāvalī,महावाक्यरत्नावली,,,,,Mahāvākyaratnāvalī
Mahāvākyaviveka,महावाक्यविवेक,Pañcadaśī,,,Pañcadaśī,
Mahāvākyopaniṣad,महावाक्योपनिषद्,,,,,Mahāvākyopaniṣad
Maitreyopaniṣad,मैत्रेयोपनिषद्,,,,,Maitreyopaniṣad
Makaranda,मकरन्द,Makarandasāranī,,,Makarandasāranī,
Makaranda,मकरन्द,,,,,Makaranda
Makarandasāriṇi,मकरन्दसारिणि,Makarandasāranī,,,Makarandasāranī,
Malamāsavrata,मलमासव्रत,,,,,Puranas
Malamāsavrata,मलमासव्रत,Puranas,,,Puranas,
Mallārikavacastotra,मल्लारिकवचस्तोत्र,Puranas,,,Puranas,
Mallārimahātmya,मल्लारिमहात्म्य,Puranas,,,Puranas,
Mallārisahasranāma,मल्लारिसहस्रनाम,Puranas,,,Puranas,
Mallārisahasranāmastotra,मल्लारिसहस्रनामस्तोत्र,Puranas,,,Puranas,
Maltimadu,मल्तिमदु,,,,,Maltimadu
Manaviśrāmopaniṣad,मनविश्रामोपनिषद्,,,,,Manaviśrāmopaniṣad
Manoramā,मनोरमा,Prauḍhamanoramā,,,Prauḍhamanoramā,
Manoramāmūla,मनोरमामूल,,,,,Manoramāmūla
Manovināyakavrata,मनोविनायकव्रत,Puranas,,,Puranas,
Mantrabhāgavata,मन्त्रभागवत,,,,,Mantrabhāgavata
Mantracintāmaṇi,,,,,,Mantracintāmaṇi
Mantrakoṣṭhatantra,,,,,,Mantrakoṣṭhatantra
Mantramañjūṣā,,,,,,Mantramañjūṣā
Mantrapārāyaṇakrama,मन्त्रपारायणक्रम,,,,,Mantrapārāyaṇakrama
Manuṭīkā,मनुटीका,,,,,Manuṭīkā
Manyudevisāragrāhiṇi,मन्युदेविसारग्राहिणि,,,,,Manyudevisāragrāhiṇi
Manyusūkta,मन्युसूक्त,Vedas,,,Vedas,
Manyusūktavidhāna,मन्युसूक्तविधान,,,,,Manyusūktavidhāna
Manīṣāpañcaka,मनीषापञ्चक,,,,,Manīṣāpañcaka
Maraṇavidhi,मरणविधि,,,,,Maraṇavidhi
Mathurāsāmānyalakṣaṇā,मथुरासामान्यलक्षणा,,,,,Mathurāsāmānyalakṣaṇā
Mathurī,मथुरी,,,,,Mathurī
Mayūracitraka,मयूरचित्रक,,,,,Mayūracitraka
Maṅgalaprokta,मङ्गलप्रोक्त,Tantras,,,Tantras,
Maṅgalastotra,मङ्गलस्तोत्र,Puranas,,,Puranas,
Maṅgalavrata,मङ्गलव्रत,,,,,Maṅgalavrata
Maṅgalācaraṇa,मङ्गलाचरण,,,,,Maṅgalācaraṇa
Maṅgalāgaurīvratakathā,मङ्गलागौरीव्रतकथा,Puranas,,,Puranas,
Maṇikarṇikāṣṭaka,मणिकर्णिकाष्ट,,,,,Maṇikarṇikāṣṭaka
Maṇikarṇikāṣṭakastotra,मणिकर्णिकाष्टकस्तोत्र,,,,,Maṇikarṇikāṣṭakastotra
Maṇimūla,मणिमूल,Anumānakhaṇḍa,,,Anumānakhaṇḍa,
Maṇiparīkṣa,मणिपरीक्ष,,,,,Maṇiparīkṣa
Maṇḍaladevatāpūjana,,,,,,Maṇḍaladevatāpūjana
Maṇḍaladevatāpūjana,मण्डलदेवतापूजन,,,,,Maṇḍaladevatāpūjana
Maṇḍapakuṇḍasiddhi,मण्डपकुण्डसिद्धि,,,,,Maṇḍapakuṇḍasiddhi
Maṭhāmnāyaprakaraṇa,मठाम्नायप्रकरण,,,,,Maṭhāmnāyaprakaraṇa
Meghadūta,मेघदूत,,,,,Meghadūta
Merutantra,मेरुतन्त्र,,,,,Merutantra
Meṣadānavidhi,मेषदानविधि,,,,,Meṣadānavidhi
Mitākṣarā,मिताक्षरा,,,,,Mitākṣarā
Mitākṣarā,मीताक्षरा,Brahmasūtramitākṣarā,,,Brahmasūtramitākṣarā,
Mokṣaikādaśīmāhātmya,मोक्षैकादशीमाहात्म्य,Puranas,,,Puranas,
Mokṣopāya,मोक्षोपाय,Yogavāsiṣṭha,,,Yogavāsiṣṭha,
Mudrālakṣaṇāni,मुद्रालक्षणानि,,,,,Mudrālakṣaṇāni
Muhūrtacintāmaṇi,मुहूर्तचिन्तामणि,,,,,Muhūrtacintāmaṇi
Muhūrtacintāmaṇi ṭīka,मुहूर्तचिन्तामणि टीक,,,,,Muhūrtacintāmaṇi ṭīka
Muhūrtamuktāvalī,मुहूर्तमुक्तावली,,,,,Muhūrtamuktāvalī
Muhūrtamārtaṇḍa,मुहूर्तमार्तण्ड,,,,,Muhūrtamārtaṇḍa
Muhūrtamārtaṇḍaṭīkā,मुहूर्तमार्तण्डटीका,,,,,Muhūrtamārtaṇḍaṭīkā
Muhūrtarāja,मुहूर्तराज,,,,,Muhūrtarāja
Muhūrttānāntusarvasva,मुहूर्त्तानान्तुसर्वस्व,,,,,Muhūrttānāntusarvasva
Mukhyaśivasahasranāmastotra,मुख्यशिवसहस्रनामस्तोत्र,Tantras,,,Tantras,
Muktāvali,मुक्तावलि,,,,,Muktāvali
Muktāvalī,मुक्तावली,,,,,Muktāvalī
Muktāvalī,मुक्तावली,Ānvīkṣikītattvavivaraṇa,,,Ānvīkṣikītattvavivaraṇa,
Muktāvalīprakāśa,मुक्तावलीप्रकाश,,,,,Muktāvalīprakāśa
Muktāvalīṭīkā,मुक्तावलीटीका,,,,,Muktāvalīṭīkā
Muktāvalīṭīkā,मुक्तावलीटीका,Dinakarabhaṭṭīya,,,Dinakarabhaṭṭīya,
Mukundāṣṭaka,मुकुन्दाष्टक,,,,,Mukundāṣṭaka
Murālīvarṇava,मुरालीवर्णव,,,,,Murālīvarṇava
Muṇḍakopaniṣad,मुण्डकोपनिषद्,Upanishads,,,Upanishads,
Muṇḍakopaniṣadbhāṣya,मुण्डकोपनिषद्भाष्य,,,,,Muṇḍakopaniṣadbhāṣya
Mādhavīyavedārthaprakāśa,माधवीयवेदार्थप्रकाश,,,,,Mādhavīyavedārthaprakāśa
Māgha,माघ,Śiśupālavadha,,,Śiśupālavadha,
Māghakṛṣṇāṣaṭtilāmāhātma,माघकृष्णाषट्तिलामाहात्म,,,,,Māghakṛṣṇāṣaṭtilāmāhātma
Māghamāhātmya,माघमाहात्म्य,Puranas,,,Puranas,
Māghasnāna,माघस्नान,,,,,Māghasnāna
Māhānyāsa,माहान्यास,,,,,Māhānyāsa
Mālāmantra,,,,,,Mālāmantra
Mānasapūjākathana,मानसपूजाकथन,Pāñcarātra,,,Pāñcarātra,
Mānasikapūjana,मानसिकपूजन,,,,,Mānasikapūjana
Mānavadharmaśāstra,मानवधर्मशास्त्र,,,,,Mānavadharmaśāstra
Mārgaśīrṣamāhātmya,मार्गशीर्षमाहात्म्य,Puranas,,,Puranas,
Mārkaṇḍeyapurāṇa,मार्कण्डेयपुराण,Puranas,,,Puranas,
Māsabhāvaphala,मासभावफल,,,,,Māsabhāvaphala
Mātṛkānighaṇṭu,मातृकानिघण्टु,,,,,Mātṛkānighaṇṭu
Māṇḍūkyabhāṣya,माण्डूक्यभाष्य,,,,,Māṇḍūkyabhāṣya
Māṇḍūkyopaniṣad,माण्डूक्योपनिषद्,Upanishads,,,Upanishads,
Māṇḍūkyopaniṣadbhāṣyaṭīkā,माण्डूक्योपनिषद्भाष्यतीका,,,,,Māṇḍūkyopaniṣadbhāṣyaṭīkā
Māṇḍūkyopaniṣaddīpikā,माण्डूक्योपनिषद्दीपिका,,,,,Māṇḍūkyopaniṣaddīpikā
Mīmāṃsābhāṣya,मीमांसाभाष्य,,,,,Mīmāṃsābhāṣya
Mīmāṃsānyāyaprakāśa,मीमांसान्यायप्रकाश,,,,,Mīmāṃsānyāyaprakāśa
Mīmāṅasāpadārthadīpa,मीमांसापदार्थदीप,,,,,Mīmāṅasāpadārthadīpa
Mīmāṅsārthasaṃgraha,मीमाङ्सार्थसंग्रह,,,,,Mīmāṅsārthasaṃgraha
Mūlamathurāparāmarśa,मूलमथुरापरामर्श,Tattvacintāmaṇi,,,Tattvacintāmaṇi,
Mṛgale khārī copaī,मृगले खारीचोपई,,,,,Mṛgale khārī copaī
Mṛnmayaliṅgavidhānodyāpana,मृन्मयलिङ्गविधानोद्यापन,,,,,Mṛnmayaliṅgavidhānodyāpana
Mṛtyulāṅgalopaniṣad,मृत्युलाङ्गलोपनिषद्,Vedas,,,Vedas,
Mṛtyuñjayajapavidhāna,मृत्युञ्जयजपविधान,,,,,Mṛtyuñjayajapavidhāna
Mṛtyuñjayajapavidhāṇa,मृत्युञ्जयजपविधाण,,,,,Mṛtyuñjayajapavidhāṇa
Mṛtyuñjayastotra,मृत्युञ्जयस्तोत्र,,,,,Mṛtyuñjayastotra
Mṛtyuñjayavidhāna,मृत्युञ्जयविधान,,,,,Mṛtyuñjayavidhāna
Nadyāvartamahātantra,,Tantras,,,Tantras,
Naighaṇṭuka,नैघण्टुक,Nirukta,,,Nirukta,
Nairukta uttaraṣaṭka,नैरुक्त उत्तरषट्क,Nirukta,,,Nirukta,
Naiṣadha,नैषध,Naiṣadhīyacarita,,,Naiṣadhīyacarita,
Naiṣadhacarita,नैषधचरित,Naiṣadhīyacarita,,,Naiṣadhīyacarita,
Naiṣadhacarita,नैषधचरित,Naiṣadhacarita,,,Naiṣadhacarita,
Naiṣadhacarita,नैषधचरित,,,,,Naiṣadhacarita
Naiṣadhamahākāvya,नैषधमहाकाव्य,Naiṣadhīyacarita,,,Naiṣadhīyacarita,
Naiṣadhaṭīkā sarga 5,नैषधटीका सर्ग ५,,,,,Naiṣadhaṭīkā sarga 5
Naiṣadhīya,नैषधीय,Naiṣadhīyacarita,,,Naiṣadhīyacarita,
Naiṣadhīyacarita,नैषधचरित,Naiṣadhīyacarita,,,Naiṣadhīyacarita,
Naiṣadhīyacarita,नैषधीयचरित,,,,,Naiṣadhīyacarita
Naiṣadhīyaprakāśa,नैषधीयप्रकाश,,,,,Naiṣadhīyaprakāśa
Naiṣadīyaprakāśa sarga 11,नैषदीयप्रकाश सर्ग ११,,,,,Naiṣadīyaprakāśa sarga 11
Naiṣadīyaprakāśa sarga 13,नैषदीयप्रकाश सर्ग १३,,,,,Naiṣadīyaprakāśa sarga 13
Naiṣadīyaprakāśa sarga 14,नैषदीयप्रकाश सर्ग १४,,,,,Naiṣadīyaprakāśa sarga 14
Naiṣadīyaprakāśa sarga 7,नैषदीयप्रकाश सर्ग ७,,,,,Naiṣadīyaprakāśa sarga 7
Naiṣadīyaprakāśa sarga 8,नैषदीयप्रकाश सर्ग ८,,,,,Naiṣadīyaprakāśa sarga 8
Nakṣatrapīḍāśānti vidhānamālā,नक्षत्रपीडाशान्ति विधानमाला,,,,,Nakṣatrapīḍāśānti vidhānamālā
Nakṣatraśānti,नक्षत्रशान्ति,,,,,Nakṣatraśānti
Nalodaya,नलोदय,,,,,Nalodaya
Namovadakāpa,नमोवदकाप,Tantras,,,Tantras,
Narapatijayacaryā,नरपतिजयचर्या,,,,,Narapatijayacaryā
Narapatijayacaryā ṭīkā,नरपतिजयचर्या टीका,,,,,Narapatijayacaryā ṭīkā
Narasiṃhapurāṇa,नरसिंहपुराण,Puranas,,,Puranas,
Navagrahahomamahārudra,नवग्रहहोममहारुद्र,,,,,Navagrahahomamahārudra
Navagrahajāpa,नवग्रहजाप,,,,,Navagrahajāpa
Navagrahamantra,नवग्रहमन्त्र,,,,,Navagrahamantra
Navagrahanyāsa,नवग्रहन्यास,,,,,Navagrahanyāsa
Navagrahayantravidhi,नवग्रहयन्त्रविधि,,,,,Navagrahayantravidhi
Navarātravidhi,नवरात्रविधि,,,,,Navarātravidhi
Navatattvaprakaraṇa,नवतत्त्वप्रकरण,Navatattvaprakaraṇa,,,Navatattvaprakaraṇa,
Navyamatavāda,नव्यमतवाद,,,,,Navyamatavāda
Navākṣaramantra,नवाक्षरमन्त्र,,,,,Navākṣaramantra
Navīnamatavicāra,नवीनमतविचार,Gādādharī,,,Gādādharī,
Nañvāda,नञ्वाद,,,,,Nañvāda
Naṭeśasahasranāman,नटेशसहस्रनामन्,,,,,Naṭeśasahasranāman
Netropaniṣad,नेत्रोपनिषद्,,,,,Netropaniṣad
Nighantuḥ,,,,,,Nighantuḥ
Nirghaṭi,निर्घटि,Dhanvantarīnighaṇṭu,,,Dhanvantarīnighaṇṭu,
Nirukta,,,,,,Nirukta
Nirukta pūrvaṣaṭka,निरुक्त पुर्वशट्क,Nirukta,,,Nirukta,
Nirukta pūrvaṣaṭka,निरुक्तपूर्वषट्क,,,,,Nirukta pūrvaṣaṭka
"Nirukta, Pūrva and Uttara Ṣaṭka",,,,,,"Nirukta, Pūrva and Uttara Ṣaṭka"
"Nirukta, purvaṣaṭka",,Nirukta,,,Nirukta,
Nirvāṇapañcakastotra,निर्वाणपञ्चकस्तोत्र,,,,,Nirvāṇapañcakastotra
Nirvāṇaprakaraṇa,निर्वाणप्रकरण,Mokṣopāya,,,Mokṣopāya,
Nirvāṇopaniṣad,निर्वाणोपनिषद्,,,,,Nirvāṇopaniṣad
Nirālambopaniṣad,निरालम्बोपनिषद्,,,,,Nirālambopaniṣad
Nirṇayasindhu,निर्णयसिन्धु,,,,,Nirṇayasindhu
Nirṇayatattva,निर्णयतत्त्व,,,,,Nirṇayatattva
Nirṇayoddhāra,निर्णयोद्धार,,,,,Nirṇayoddhāra
Nirṇayāmṛtākara,निर्णयामृताकर,,,,,Nirṇayāmṛtākara
Nityacaṇḍyādijāppa viddhāna,नित्यचण्ड्यादिजाप्प विद्धान,,,,,Nityacaṇḍyādijāppa viddhāna
