script_note_as_recorded,script_note,script_label,aat_label,aat_id,wikidata_label,wikidata_qid
"Script: Written in an italic script by a single hand, with a few marginal and interlinear notes in one or more hands different from and probably later than the text.","an italic script by a single hand, with a few marginal and interlinear notes in one or more hands different from and probably later than the text",italic script,,,Italic script,Q6093538
Script: Written in transitional script (or protogothic script) by 4 different hands.,transitional script (or protogothic script) by 4 different hands,Semigothic script,Protogothic,300379143,Protogothic,Q33247835
Script: Written in Gothic and humanistic scripts by numerous hands.,Gothic and humanistic scripts by numerous hands,humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script: Written in Gothic book script.,Gothic book script,Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script: Written in a Gothic cursive script, with the main text in a single hand, quotations (f. 312r-318r) in a second hand, and sermons (f. 318r-322v) in a third hand.","a Gothic cursive script, with the main text in a single hand, quotations (f 312r-318r) in a second hand, and sermons (f 318r-322v) in a third hand",Gothic cursive script,Gothic cursive,300210180,Gothic cursive,Q33247994
Script: Written in a Gothic liturgical script by a single hand.,a Gothic liturgical script by a single hand,Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in a calligraphic humanistic book script by a single hand.,a calligraphic humanistic book script by a single hand,humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script: Written in a cursive humanistic script by 2 hands.,a cursive humanistic script by 2 hands,cursive humanist script,humanistic cursive,300210205,humanistic cursive,Q33259624
Script: Written in an Anglicana formata script.,an Anglicana formata script,Anglicana,,,Anglicana,Q55380632
"Script: Written in a Gothic script, with marginal glosses in a similar hand.","a Gothic script, with marginal glosses in a similar hand",Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script:  Written in a Gothic script, appears to be the work of a single scriptorium.","a Gothic script, appears to be the work of a single scriptorium",Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in transitional script (or protogothic script) by a single hand.,transitional script (or protogothic script) by a single hand,Semigothic script,Protogothic,300379143,Protogothic,Q33247835
Script: Written in a Gothic cursive script by one or several closely related hands.,a Gothic cursive script by one or several closely related hands,Gothic cursive script,Gothic cursive,300210180,Gothic cursive,Q33247994
"Script: Written in a Gothic book script by a single hand, with many marginal notes in different hands.","a Gothic book script by a single hand, with many marginal notes in different hands",Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in humanistic script.,humanistic script,humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script: Written in a Gothic cursive script in the hand of Johannes Kemp[?] (f. 173v). Same scribe as that of Ms. Codex 731.,a Gothic cursive script in the hand of Johannes Kemp[?] (f 173v) Same scribe as that of Ms Codex 731,Gothic cursive script,Gothic cursive,300210180,Gothic cursive,Q33247994
"Script: Main text and commentary written in a Gothic book script, with additional notes and commentary in several different hands.","Main text and commentary written in a Gothic book script, with additional notes and commentary in several different hands",Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in a Gothic cursive script in the hand of Johannes [Kemp?] (the same scribe as that of Ms. Codex 730).,a Gothic cursive script in the hand of Johannes [Kemp?] (the same scribe as that of Ms Codex 730),Gothic cursive script,Gothic cursive,300210180,Gothic cursive,Q33247994
Script: Written in a cursive bastarda hand (Grigsby).,a cursive bastarda hand (Grigsby),Batarde,bastarda,300210195,Bastarda,Q32267
"Script: Written in one documentary hand through f. 131v, with additions in several hands; marginal notes in a different hand from text.","one documentary hand through f 131v, with additions in several hands; marginal notes in a different hand from text",secretary script,,,secretary hand,Q16933853
"Script: Written in a humanistic script by one hand, with notarial statement in a second hand, and marginalia in a third hand.","a humanistic script by one hand, with notarial statement in a second hand, and marginalia in a third hand",humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script: First section written in a Gothic cursive script by a single hand; second section written in a 17th-century cursive script by a second hand. Some marginal annotations in later hands.,First section written in a Gothic cursive script by a single hand; second section written in a 17th-century cursive script by a second hand Some marginal annotations in later hands,Gothic cursive script,Gothic cursive,300210180,Gothic cursive,Q33247994
Script: Written in a Gothic book hand with notes in a later hand on the last folio and the back endleaf.,a Gothic book hand with notes in a later hand on the last folio and the back endleaf,Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script: Written in a gothic script, in two different hands.","a gothic script, in two different hands",Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script: Written in a German gothic script (f. 1-47), with additional texts in 5 other hands.","a German gothic script (f 1-47), with additional texts in 5 other hands",Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in a German Gothic script by several hands.,a German Gothic script by several hands,Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script: Written in a Gothic book script by a single hand, with marginal notes in a second hand.","a Gothic book script by a single hand, with marginal notes in a second hand",Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script: Written in Spanish rotunda script by a single hand, with another document in a second, less formal hand (f. 55v-56v), and notes and comments in several additional hands (f. 1r, 55r, 56v, and 58v).","Spanish rotunda script by a single hand, with another document in a second, less formal hand (f 55v-56v), and notes and comments in several additional hands (f 1r, 55r, 56v, and 58v)",Spanish rotunda script,rotunda (script),300417901,Rotunda,Q1418954
"Script: Written in an italic script by Domnus Severinus (f. 81v, 117v), with commentary in a small hand. Notes in red ink refer to Severinus in the 3rd person (f. 61v, 62v, 66r).","an italic script by Domnus Severinus (f 81v, 117v), with commentary in a small hand Notes in red ink refer to Severinus in the 3rd person (f 61v, 62v, 66r)",italic script,,,Italic script,Q6093538
"Script: Written in Gothic book script in a single hand, except for a middle section (f. 50r-81v) in a second hand; headings and marginal notations in a later hand.","Gothic book script in a single hand, except for a middle section (f 50r-81v) in a second hand; headings and marginal notations in a later hand",Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script: Written in a Gothic book script by a single hand, with marginal commentary in a second hand.","a Gothic book script by a single hand, with marginal commentary in a second hand",Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script:  Written in a humanistic hand, with marginal annotations in other hands, including a northern European hand.","a humanistic hand, with marginal annotations in other hands, including a northern European hand",humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script: Written in a Gothic book script by several hands.,a Gothic book script by several hands,Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script: Written in Spanish rotunda script by a single hand, with a shorter document added by a second hand (f. 32r-32v).","Spanish rotunda script by a single hand, with a shorter document added by a second hand (f 32r-32v)",Spanish rotunda script,rotunda (script),300417901,Rotunda,Q1418954
