row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
238,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.476Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.240Z","Collegio Mayor de Cuenca, shelfmark 94 (18th century); Frank Kissner; acquired by the Bancroft Library UC Berkeley from H. P. Kraus (1989). Previous call number 2MS BF1584 S7V2 1611.",former owner,,,,,
239,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.476Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.240Z",Coluccio Salutati,author,,,human,Coluccio Salutati,Q93113
240,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.476Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.240Z","Comb-lining from a binding. Annotated in pencil ""Dutch 17 cent.""",former owner,,,,,
241,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.240Z","Comte de Rochechouart arms on ff. 1, 84; Castel-Lodève arms on f. 2. Frederick Perkins of Chipstead, Kent to Bennett; Simon J. Schwartz of New Orleans to G. D. Smith; Smith sale to G. Wells; Waters S. Davis by whose children it was given to the Grolier.",former owner,,,,,
242,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.240Z","Conant, Samuel",former owner,,,human,S. S. Conant,Q110226047
243,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.240Z",Constantine the African,author,,,human,Constantine the African,Q468641
244,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.240Z","Contemporary note on f. 22v, ""Benedicay Al(?)icy Lemancy (?)""; acquired by the Bancroft Library UC Berkeley from H. P. Kraus, date unrecorded. Previous call number 2MS DG812.6 S15.",former owner,,,,,
245,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.240Z",Convent of San Paolo,former owner,,,,,
246,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.240Z","Cooper, Martin J",former owner.,,,,,
247,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.240Z","Copied for Sion Abby in Switzerland; the see was originally located in Octodurum, now called Marigny/Martinach, and later moved to Sion (or Sitten in the German spelling of the name). On f. 247v, in the lower margin, in pencil, ""Joannes Aloysius Brochman acceptus anno 1749, mansit usque ad 1757"" (below feast of Agatha; perhaps that being the date of him having been accepted or having left). On the front pastedown, as sticker reading, ""Purchased from the fund bequeathed to the Seminary by Eugene Augustus Hoffman, D.D., Dean, 1879-1902.""",former owner,,,,,
248,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.240Z",Cornelius Nepos,author,,,human,Cornelius Nepos,Q109594
249,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.240Z","Count Giacomo Maria Manzoni (1816-1889), Roman minister of finance, Guglielmo Libri’s executor; his sale, IV, Rome, 23 April 1894, lot 67; Edward Robinson (1858-1931), classicist and later director of the Metropolitan Museum, New York, bought in Venice from L. S. Olschki, 1894, given by him on 31 January 1906 to Henry W. Poor (1844-1915), ""as a souvenir of the happy days with which I have begun my life in New York"" (letter enclosed), with Poor’s leather booklabel; his sale, New York, 17 November 1908, lot 799, to Morris; Walter T. Wallace (1866-1922), with his armorial bookplate; his sale, New York, 22 March 1920, lot 229, to C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
250,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.240Z","Count Grigori Stroganoff (1829-1910, died in Rome), with his stamp on verso; doubtless from his sale, Jandolo and Travazzi, Rome, 18-24 April 1910; C. L. Ricketts, bought in 1911 from C. E. Rappaport, Rome; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
251,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.240Z","Court, Antoine de, 16th cent",former owner.,,,,,
252,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.240Z","Court, Benoît de",former owner.,,,human,Benoît Le Court,Q106904178
253,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.240Z","Cover of a binding, illegible on what was the outer side.",former owner,,,,,
254,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.240Z","Crescenzi, Pietro de', approximately 1233-approximately 1320",author,,,human,Pietro de' Crescenzi,Q1933377
255,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.240Z","Creswick, H. R., 1902-1988",former owner.,,,,,
256,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.241Z","Cyprian, Saint, Bishop of Carthage",author,,http://viaf.org/viaf/100179090,human,Cyprian,Q190240
257,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.241Z","Dackomb, Jacob",former owner,,,,,
258,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.241Z","Dackomb, Thomas",former owner,,,,,
259,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.241Z","Damascène Morgand, Bulletin mensuel 29 (November 1891), no. 19790 (cutting inside upper cover); Elisabeth Ball (1897-1982); part of her bequest to the Lilly Library, 1982.",former owner,,,,,
260,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.241Z",Damasio de Frías,author,,,,,
261,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.241Z",Daniele Barbaro,author,,,human,Daniele Barbaro,Q378870
262,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.241Z",Dante Alighieri,author,,,human,Dante Alighieri,Q1067
263,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.241Z","Darvīsh Abū Bakr ibn ʻUthmān, active 1792",scribe.,درويش ابو بكر بن عثمان، active 1792,,,,
264,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.241Z","Dated ""Die 26 septembris 1467"" (f. 240v); Karl & Faber, Munich, their Auktion 61 (1957), lot 123 , sold to Bernard M. Rosenthal; purchased from Bernard M. Rosenthal in February 1958",former owner,,,,,
265,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.241Z","Dated 1449 in a colophon: ""Explicit speculum ecclesie . . . Scriptium Mcccxlviiij(o) die v Aprilis "" (f. 58v); Bernard M. Rosenthal, Catalogue IX(New York, 1959), no. 34A, with ill.",former owner,,,,,
266,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.241Z",David ap Phillip,author,,,,,
267,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.689Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.241Z",Davis & Orioli (Firm),former owner,,,,,
268,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.689Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.241Z","Dārendevī, Muḥammad ibn Ismāʻīl, active 17th century-18th century",author,دارندوي، محمد بن اسماعىل، active 17th century-18th century,,,,
269,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.689Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.241Z","Dedicated ""Al molto magnifico Signor Patrone M. Z. N. B.""; Sir Thomas Phillipps (1792-1872), his n. 1364. Previous call number 2MS DG975 T807.",former owner,,,,,
270,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.689Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.241Z",Delis,former owner.,,,organization,Delhi,Q1353
271,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.002Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.224Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.359Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.732Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.689Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.105Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.241Z","Dioscorides Pedanius, of Anazarbos",author,ديسقوريدس,,human,Pedanius Dioscorides,Q297776
